항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,918","3,956","2,953","2,961","3,922","3,957",32,1
  당기순이익(지배)＜당기＞,220.6,455.0,339.6,340.5,451.0,455.0, , 
  보통주수정평균발행주식수＜당기＞,"11,500,000","11,500,000","11,500,000","11,500,000","11,500,000","11,500,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"40,757","44,599","47,075","50,210","54,249","58,557",8,8
  자본총계(지배)＜당기＞,"3,844.1","4,205.7","4,439.1","4,609.3","4,975.1","5,359.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"9,431,789","9,430,000","9,430,000","9,179,991","9,170,899","9,151,822", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,926","4,551","2,050","3,591","4,878","4,643",36,-5
  영업활동현금흐름＜당기＞,221.5,523.3,235.7,412.9,561.0,365.0, , 
  보통주수정평균발행주식수＜당기＞,"11,500,000","11,500,000","11,500,000","11,500,000","11,500,000","11,500,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"25,171","27,449","26,500","24,944","28,392","30,452",14,7
  매출액＜당기＞,"2,894.6","3,156.7","3,047.5","2,868.5","3,265.1","3,502.0", , 
  보통주수정평균발행주식수＜당기＞,"11,500,000","11,500,000","11,500,000","11,500,000","11,500,000","11,500,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,17.20,7.76,9.99,10.01,9.13,8.64,-8.85,-5.31
  보통주수정주가(기말)＜당기＞,"33,000","30,700","29,500","29,650","35,800","34,200", , 
  EPS＜당기＞,"1,918","3,956","2,953","2,961","3,922","3,957", , 
펼치기 PBR,0.81,0.69,0.63,0.59,0.66,0.58,11.75,-11.50
  보통주수정주가(기말)＜당기＞,"33,000","30,700","29,500","29,650","35,800","34,200", , 
  BPS＜당기＞,"40,757","44,599","47,075","50,210","54,249","58,557", , 
펼치기 PCR,17.14,6.75,14.39,8.26,7.34,7.37,-11.12,0.36
  보통주수정주가(기말)＜당기＞,"33,000","30,700","29,500","29,650","35,800","34,200", , 
  CPS＜당기＞,"1,926","4,551","2,050","3,591","4,878","4,643", , 
펼치기 PSR,1.31,1.12,1.11,1.19,1.26,1.12,6.08,-10.93
  보통주수정주가(기말)＜당기＞,"33,000","30,700","29,500","29,650","35,800","34,200", , 
  SPS＜당기＞,"25,171","27,449","26,500","24,944","28,392","30,452", , 
펼치기 EV/EBITDA,7.72,4.48,4.08,4.99,4.96,4.78,-0.63,-3.76
  EV＜당기＞,"2,219.9","1,517.6","1,329.3","1,657.3","1,879.5","1,896.0", , 
  EBITDA＜당기＞,287.6,338.9,326.1,331.9,378.8,397.0, , 
펼치기 DPS,800,"1,000","1,000","1,000","1,100",,10, 
  현금DPS,800,"1,000","1,000","1,000","1,100",, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.42,3.26,3.39,3.37,3.07,3.22,-0.30,0.14
  현금배당성향(%),34.20,20.73,27.77,26.96,22.37,27.80,-4.59,5.43
