항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,446,469,-247,-89,280,,414, 
  당기순이익(지배)＜당기＞,186.7,202.5,-108.7,-39.4,133.3,, , 
  보통주수정평균발행주식수＜당기＞,"41,857,967","43,141,005","43,976,426","44,048,135","47,566,528","49,677,283", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,540","2,062","1,725","1,901","2,530",,33, 
  자본총계(지배)＜당기＞,569.2,787.8,676.3,791.6,"1,174.1",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"36,965,960","38,213,129","39,197,988","41,643,509","46,401,378","47,305,964", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-529,403,-14,-12,-837,,"-7,163", 
  영업활동현금흐름＜당기＞,-221.2,173.7,-6.0,-5.1,-398.1,, , 
  보통주수정평균발행주식수＜당기＞,"41,857,967","43,141,005","43,976,426","44,048,135","47,566,528","49,677,283", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"4,309","4,762","3,928","3,999","4,577",,14, 
  매출액＜당기＞,"1,803.7","2,054.4","1,727.2","1,761.7","2,177.2",, , 
  보통주수정평균발행주식수＜당기＞,"41,857,967","43,141,005","43,976,426","44,048,135","47,566,528","49,677,283", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,5.56,4.98,N/A,N/A,17.50,,123.63, 
  보통주수정주가(기말)＜당기＞,"2,480","2,335","2,400","6,620","4,905","4,485", , 
  EPS＜당기＞,446,469,-247,-89,280,, , 
펼치기 PBR,1.61,1.13,1.39,3.48,1.94,,-44.34, 
  보통주수정주가(기말)＜당기＞,"2,480","2,335","2,400","6,620","4,905","4,485", , 
  BPS＜당기＞,"1,540","2,062","1,725","1,901","2,530",, , 
펼치기 PCR,-4.69,5.80,-176.15,-574.54,-5.86,,98.98, 
  보통주수정주가(기말)＜당기＞,"2,480","2,335","2,400","6,620","4,905","4,485", , 
  CPS＜당기＞,-529,403,-14,-12,-837,, , 
펼치기 PSR,0.58,0.49,0.61,1.66,1.07,,-35.26, 
  보통주수정주가(기말)＜당기＞,"2,480","2,335","2,400","6,620","4,905","4,485", , 
  SPS＜당기＞,"4,309","4,762","3,928","3,999","4,577",, , 
펼치기 EV/EBITDA,8.92,8.45,13.55,35.02,19.92,,-43.13, 
  EV＜당기＞,"1,566.8","1,495.4","1,642.2","3,550.3","3,394.4",, , 
  EBITDA＜당기＞,175.6,176.9,121.2,101.4,170.4,, , 
펼치기 DPS,0,80,0,0,,, , 
  현금DPS,0,80,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,3.43,0.00,0.00,,, , 
  현금배당성향(%),0.00,15.10,0.00,0.00,,, , 
