항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-9,-232,-328,-540,-165,,69, 
  당기순이익(지배)＜당기＞,-2.0,-57.4,-83.9,-140.8,-43.1,, , 
  보통주수정평균발행주식수＜당기＞,"22,927,441","24,756,574","25,546,062","26,084,042","26,100,970","26,100,970", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,884","2,579","2,970","2,344","2,008",,-14, 
  자본총계(지배)＜당기＞,642.7,574.8,701.0,549.5,464.4,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"22,286,424","22,286,424","23,600,598","23,438,022","23,122,978","23,122,978", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,70,67,-325,192,-105,,-155, 
  영업활동현금흐름＜당기＞,16.1,16.7,-83.1,50.1,-27.5,, , 
  보통주수정평균발행주식수＜당기＞,"22,927,441","24,756,574","25,546,062","26,084,042","26,100,970","26,100,970", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"3,593","3,713","3,387","3,366","3,234",,-4, 
  매출액＜당기＞,823.9,919.1,865.4,878.0,844.1,, , 
  보통주수정평균발행주식수＜당기＞,"22,927,441","24,756,574","25,546,062","26,084,042","26,100,970","26,100,970", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,-119.87, 
  보통주수정주가(기말)＜당기＞,"4,950","14,950","16,050","12,450","8,380","8,000", , 
  EPS＜당기＞,-9,-232,-328,-540,-165,, , 
펼치기 PBR,1.72,5.80,5.40,5.31,4.17,,-21.43, 
  보통주수정주가(기말)＜당기＞,"4,950","14,950","16,050","12,450","8,380","8,000", , 
  BPS＜당기＞,"2,884","2,579","2,970","2,344","2,008",, , 
펼치기 PCR,70.45,221.72,-49.36,64.82,-79.49,,-222.63, 
  보통주수정주가(기말)＜당기＞,"4,950","14,950","16,050","12,450","8,380","8,000", , 
  CPS＜당기＞,70,67,-325,192,-105,, , 
펼치기 PSR,1.38,4.03,4.74,3.70,2.59,,-29.94, 
  보통주수정주가(기말)＜당기＞,"4,950","14,950","16,050","12,450","8,380","8,000", , 
  SPS＜당기＞,"3,593","3,713","3,387","3,366","3,234",, , 
펼치기 EV/EBITDA,50.06,"2,131.18",-78.10,-210.45,-78.95,,62.48, 
  EV＜당기＞,"1,385.7","3,818.6","4,236.4","3,309.9","2,429.0",, , 
  EBITDA＜당기＞,27.7,1.8,-54.2,-15.7,-30.8,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
