항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"3,368","2,741","1,858","2,133","2,011","2,430",-6,21
  당기순이익(지배)＜당기＞,111.7,543.7,368.7,425.9,419.5,507.0, , 
  보통주수정평균발행주식수＜당기＞,"3,315,616","19,839,340","19,839,340","19,967,815","20,861,556","20,861,556", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"10,333","12,956","14,544","16,676","18,467","20,665",11,12
  자본총계(지배)＜당기＞,"2,049.6","2,569.7","2,884.8","3,478.1","3,851.6","4,310.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"19,834,562","19,834,562","19,834,562","20,856,778","20,856,778","20,856,778", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"2,140","2,850","2,038","3,614","1,969","3,149",-46,60
  영업활동현금흐름＜당기＞,71.0,565.5,404.3,721.6,410.8,"1,040.0", , 
  보통주수정평균발행주식수＜당기＞,"3,315,616","19,839,340","19,839,340","19,967,815","20,861,556","20,861,556", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"22,649","18,008","13,374","16,021","16,516","18,877",3,14
  매출액＜당기＞,750.9,"3,572.6","2,653.3","3,198.9","3,445.5","3,938.0", , 
  보통주수정평균발행주식수＜당기＞,"3,315,616","19,839,340","19,839,340","19,967,815","20,861,556","20,861,556", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,6.32,3.46,12.57,14.42,11.96,8.19,-17.03,-31.54
  보통주수정주가(기말)＜당기＞,"21,300","9,490","23,350","30,750","24,050","19,900", , 
  EPS＜당기＞,"3,368","2,741","1,858","2,133","2,011","2,430", , 
펼치기 PBR,2.06,0.73,1.61,1.84,1.30,0.96,-29.37,-26.06
  보통주수정주가(기말)＜당기＞,"21,300","9,490","23,350","30,750","24,050","19,900", , 
  BPS＜당기＞,"10,333","12,956","14,544","16,676","18,467","20,665", , 
펼치기 PCR,9.95,3.33,11.46,8.51,12.21,6.32,43.51,-48.26
  보통주수정주가(기말)＜당기＞,"21,300","9,490","23,350","30,750","24,050","19,900", , 
  CPS＜당기＞,"2,140","2,850","2,038","3,614","1,969","3,149", , 
펼치기 PSR,0.94,0.53,1.75,1.92,1.46,1.05,-24.13,-27.61
  보통주수정주가(기말)＜당기＞,"21,300","9,490","23,350","30,750","24,050","19,900", , 
  SPS＜당기＞,"22,649","18,008","13,374","16,021","16,516","18,877", , 
펼치기 EV/EBITDA,24.93,1.44,6.10,6.96,5.13,2.09,-26.27,-59.25
  EV＜당기＞,"3,907.2","1,115.8","3,696.4","4,797.1","3,418.3","1,741.4", , 
  EBITDA＜당기＞,156.7,774.3,606.3,689.4,666.3,833.0, , 
펼치기 DPS,180,270,200,220,220,,0, 
  현금DPS,180,270,200,220,220,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.85,2.85,0.86,0.72,0.91,1.26,0.20,0.34
  현금배당성향(%),31.97,9.85,10.76,10.77,10.94,10.29,0.17,-0.65
