항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,443",709,782,809,166,,-80, 
  당기순이익(지배)＜당기＞,90.9,44.7,51.3,69.3,14.3,, , 
  보통주수정평균발행주식수＜당기＞,"6,300,000","6,300,000","6,553,151","8,569,836","8,610,000","8,610,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"9,786","12,826","11,636","12,170","11,373",,-7, 
  자본총계(지배)＜당기＞,616.5,808.0,977.4,"1,047.8",979.2,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"6,300,000","6,300,000","8,400,000","8,610,000","8,610,000","8,610,000", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,168","2,708","3,072","3,182",886,,-72, 
  영업활동현금흐름＜당기＞,73.6,170.6,201.3,272.7,76.3,, , 
  보통주수정평균발행주식수＜당기＞,"6,300,000","6,300,000","6,553,151","8,569,836","8,610,000","8,610,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"52,292","49,737","44,567","36,970","42,792",,16, 
  매출액＜당기＞,"3,294.4","3,133.4","2,920.5","3,168.3","3,684.3",, , 
  보통주수정평균발행주식수＜당기＞,"6,300,000","6,300,000","6,553,151","8,569,836","8,610,000","8,610,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,,20.14,33.08,135.71,,310.28, 
  보통주수정주가(기말)＜당기＞,,,"15,750","26,750","22,500","16,150", , 
  EPS＜당기＞,"1,443",709,782,809,166,, , 
펼치기 PBR,0.00,0.00,1.35,2.20,1.98,,-9.99, 
  보통주수정주가(기말)＜당기＞,,,"15,750","26,750","22,500","16,150", , 
  BPS＜당기＞,"9,786","12,826","11,636","12,170","11,373",, , 
펼치기 PCR,,,5.13,8.41,25.38,,201.97, 
  보통주수정주가(기말)＜당기＞,,,"15,750","26,750","22,500","16,150", , 
  CPS＜당기＞,"1,168","2,708","3,072","3,182",886,, , 
펼치기 PSR,,,0.35,0.72,0.53,,-27.33, 
  보통주수정주가(기말)＜당기＞,,,"15,750","26,750","22,500","16,150", , 
  SPS＜당기＞,"52,292","49,737","44,567","36,970","42,792",, , 
펼치기 EV/EBITDA,,,7.90,14.18,15.68,,10.58, 
  EV＜당기＞,,,"2,077.1","3,294.2","3,038.8",, , 
  EBITDA＜당기＞,227.1,233.2,263.0,232.3,193.8,, , 
펼치기 DPS,0,500,0,0,,, , 
  현금DPS,0,500,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,0.00,0.00,,, , 
  현금배당성향(%),0.00,7.05,0.00,0.00,,, , 
