항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-153,56,58,-72,-18,,75, 
  당기순이익(지배)＜당기＞,-134.9,52.8,60.2,-80.7,-21.7,, , 
  보통주수정평균발행주식수＜당기＞,"88,120,526","94,418,701","103,827,111","111,525,285","120,098,670","120,998,774", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,818,791,860,824,857,,4, 
  자본총계(지배)＜당기＞,720.9,796.4,916.6,961.1,"1,036.8",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"88,120,526","100,679,403","106,623,692","116,659,830","120,995,717","120,995,717", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-79,622,132,180,-114,,-164, 
  영업활동현금흐름＜당기＞,-69.4,587.5,136.8,200.7,-137.4,, , 
  보통주수정평균발행주식수＜당기＞,"88,120,526","94,418,701","103,827,111","111,525,285","120,098,670","120,998,774", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"5,194","5,332","4,404","4,061","4,263",,5, 
  매출액＜당기＞,"4,577.4","5,034.1","4,572.6","4,529.3","5,119.7",, , 
  보통주수정평균발행주식수＜당기＞,"88,120,526","94,418,701","103,827,111","111,525,285","120,098,670","120,998,774", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,15.28,13.37,N/A,N/A,,-578.21, 
  보통주수정주가(기말)＜당기＞,730,854,775,777,"1,315","1,065", , 
  EPS＜당기＞,-153,56,58,-72,-18,, , 
펼치기 PBR,0.89,1.08,0.90,0.94,1.53,,62.73, 
  보통주수정주가(기말)＜당기＞,730,854,775,777,"1,315","1,065", , 
  BPS＜당기＞,818,791,860,824,857,, , 
펼치기 PCR,-9.27,1.37,5.88,4.32,-11.49,,-366.10, 
  보통주수정주가(기말)＜당기＞,730,854,775,777,"1,315","1,065", , 
  CPS＜당기＞,-79,622,132,180,-114,, , 
펼치기 PSR,0.14,0.16,0.18,0.19,0.31,,61.23, 
  보통주수정주가(기말)＜당기＞,730,854,775,777,"1,315","1,065", , 
  SPS＜당기＞,"5,194","5,332","4,404","4,061","4,263",, , 
펼치기 EV/EBITDA,5.74,0.76,6.02,7.00,11.55,,64.94, 
  EV＜당기＞,"1,282.1",397.3,"1,950.7","2,115.8","3,104.1",, , 
  EBITDA＜당기＞,223.3,520.2,323.8,302.1,268.7,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
