항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,216,-71,124,150,371,,147, 
  당기순이익(지배)＜당기＞,98.1,-32.2,56.3,66.7,179.1,, , 
  보통주수정평균발행주식수＜당기＞,"45,444,970","45,444,970","45,444,970","44,461,130","48,269,451","49,689,728", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"6,719","6,428","6,403","6,288","6,992",,11, 
  자본총계(지배)＜당기＞,"2,956.1","2,828.1","2,816.7","2,766.3","3,467.6",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"43,993,012","43,993,012","43,993,012","43,993,012","49,597,067","49,185,229", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,039","1,049","1,003","2,761",-338,,-112, 
  영업활동현금흐름＜당기＞,472.1,476.6,455.6,"1,227.7",-163.2,, , 
  보통주수정평균발행주식수＜당기＞,"45,444,970","45,444,970","45,444,970","44,461,130","48,269,451","49,689,728", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"18,205","17,891","18,699","19,433","19,184",,-1, 
  매출액＜당기＞,"8,273.4","8,130.7","8,497.9","8,640.1","9,259.8",, , 
  보통주수정평균발행주식수＜당기＞,"45,444,970","45,444,970","45,444,970","44,461,130","48,269,451","49,689,728", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,25.98,N/A,42.10,32.95,12.92,,-60.78, 
  보통주수정주가(기말)＜당기＞,"5,610","5,130","5,220","4,945","4,795","4,670", , 
  EPS＜당기＞,216,-71,124,150,371,, , 
펼치기 PBR,0.83,0.80,0.82,0.79,0.69,,-12.79, 
  보통주수정주가(기말)＜당기＞,"5,610","5,130","5,220","4,945","4,795","4,670", , 
  BPS＜당기＞,"6,719","6,428","6,403","6,288","6,992",, , 
펼치기 PCR,5.40,4.89,5.21,1.79,-14.18,,-891.92, 
  보통주수정주가(기말)＜당기＞,"5,610","5,130","5,220","4,945","4,795","4,670", , 
  CPS＜당기＞,"1,039","1,049","1,003","2,761",-338,, , 
펼치기 PSR,0.31,0.29,0.28,0.25,0.25,,-1.78, 
  보통주수정주가(기말)＜당기＞,"5,610","5,130","5,220","4,945","4,795","4,670", , 
  SPS＜당기＞,"18,205","17,891","18,699","19,433","19,184",, , 
펼치기 EV/EBITDA,16.24,11.70,4.66,2.97,4.53,,52.43, 
  EV＜당기＞,"4,197.1","3,789.0","3,674.9","2,742.2","3,215.1",, , 
  EBITDA＜당기＞,258.4,323.9,787.8,923.3,710.2,, , 
펼치기 DPS,200,200,200,250,200,,-20, 
  현금DPS,200,200,200,250,200,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,3.57,3.90,3.83,5.06,4.17,,-0.88, 
  현금배당성향(%),89.67,-273.32,156.15,164.81,55.38,,-109.44, 
