항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,211","1,179",123,-513,-150,,71, 
  당기순이익(지배)＜당기＞,186.5,181.6,18.9,-79.0,-24.3,, , 
  보통주수정평균발행주식수＜당기＞,"15,395,726","15,400,000","15,400,000","15,400,000","16,230,295","16,876,561", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"7,846","8,298","8,222","7,956","7,481",,-6, 
  자본총계(지배)＜당기＞,"1,208.2","1,267.1","1,233.2","1,180.3","1,222.4",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"15,400,000","15,269,538","14,998,268","14,835,910","16,340,782","15,945,155", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-895,"1,643",716,-811,-803,,1, 
  영업활동현금흐름＜당기＞,-137.7,253.0,110.3,-124.8,-130.3,, , 
  보통주수정평균발행주식수＜당기＞,"15,395,726","15,400,000","15,400,000","15,400,000","16,230,295","16,876,561", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"14,497","15,637","14,040","14,577","22,403",,54, 
  매출액＜당기＞,"2,231.9","2,408.0","2,162.1","2,244.8","3,636.0",, , 
  보통주수정평균발행주식수＜당기＞,"15,395,726","15,400,000","15,400,000","15,400,000","16,230,295","16,876,561", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,5.42,6.95,56.65,N/A,N/A,,-232.89, 
  보통주수정주가(기말)＜당기＞,"6,570","8,190","6,960","5,020","4,875","5,980", , 
  EPS＜당기＞,"1,211","1,179",123,-513,-150,, , 
펼치기 PBR,0.84,0.99,0.85,0.63,0.65,,3.28, 
  보통주수정주가(기말)＜당기＞,"6,570","8,190","6,960","5,020","4,875","5,980", , 
  BPS＜당기＞,"7,846","8,298","8,222","7,956","7,481",, , 
펼치기 PCR,-7.34,4.99,9.72,-6.19,-6.07,,1.96, 
  보통주수정주가(기말)＜당기＞,"6,570","8,190","6,960","5,020","4,875","5,980", , 
  CPS＜당기＞,-895,"1,643",716,-811,-803,, , 
펼치기 PSR,0.45,0.52,0.50,0.34,0.22,,-36.81, 
  보통주수정주가(기말)＜당기＞,"6,570","8,190","6,960","5,020","4,875","5,980", , 
  SPS＜당기＞,"14,497","15,637","14,040","14,577","22,403",, , 
펼치기 EV/EBITDA,5.32,5.99,16.74,-89.47,15.11,,116.89, 
  EV＜당기＞,"1,332.9","1,450.4","1,344.0","1,446.2","1,770.4",, , 
  EBITDA＜당기＞,250.8,242.0,80.3,-16.2,117.1,, , 
펼치기 DPS,250,200,0,0,,, , 
  현금DPS,250,200,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,3.81,2.44,0.00,0.00,,, , 
  현금배당성향(%),20.64,16.82,0.00,0.00,,, , 
