항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,556,680,-300,-78,386,,595, 
  당기순이익(지배)＜당기＞,746.5,913.1,-511.7,-242.2,"1,198.8",, , 
  보통주수정평균발행주식수＜당기＞,"134,280,000","134,280,000","170,455,956","310,336,320","310,336,320","310,336,320", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"4,113","4,234","3,125","3,062","3,242",,6, 
  자본총계(지배)＜당기＞,"5,472.5","5,633.4","9,658.5","9,465.4","10,020.2",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"133,053,710","133,053,710","309,110,030","309,110,030","309,110,030","309,110,030", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,475","3,147",-705,209,409,,96, 
  영업활동현금흐름＜당기＞,"1,980.7","4,226.3","-1,200.9",648.1,"1,269.1",, , 
  보통주수정평균발행주식수＜당기＞,"134,280,000","134,280,000","170,455,956","310,336,320","310,336,320","310,336,320", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"24,709","26,248","21,552","13,270","11,422",,-14, 
  매출액＜당기＞,"33,179.0","35,245.5","36,736.0","41,182.2","35,445.7",, , 
  보통주수정평균발행주식수＜당기＞,"134,280,000","134,280,000","170,455,956","310,336,320","310,336,320","310,336,320", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,5.22,3.88,N/A,N/A,4.19,,118.70, 
  보통주수정주가(기말)＜당기＞,"2,900","2,640","2,075","1,750","1,620","1,880", , 
  EPS＜당기＞,556,680,-300,-78,386,, , 
펼치기 PBR,0.71,0.62,0.66,0.57,0.50,,-12.55, 
  보통주수정주가(기말)＜당기＞,"2,900","2,640","2,075","1,750","1,620","1,880", , 
  BPS＜당기＞,"4,113","4,234","3,125","3,062","3,242",, , 
펼치기 PCR,1.97,0.84,-2.95,8.38,3.96,,-52.73, 
  보통주수정주가(기말)＜당기＞,"2,900","2,640","2,075","1,750","1,620","1,880", , 
  CPS＜당기＞,"1,475","3,147",-705,209,409,, , 
펼치기 PSR,0.12,0.10,0.10,0.13,0.14,,7.56, 
  보통주수정주가(기말)＜당기＞,"2,900","2,640","2,075","1,750","1,620","1,880", , 
  SPS＜당기＞,"24,709","26,248","21,552","13,270","11,422",, , 
펼치기 EV/EBITDA,0.66,1.59,-10.32,-84.25,3.69,,104.38, 
  EV＜당기＞,730.7,"2,075.2","5,367.0","6,705.6","5,665.1",, , 
  EBITDA＜당기＞,"1,099.3","1,308.5",-520.3,-79.6,"1,533.9",, , 
펼치기 DPS,20,0,0,0,,, , 
  현금DPS,20,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.69,0.00,0.00,0.00,,, , 
  현금배당성향(%),3.56,0.00,0.00,0.00,,, , 
