항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,751,549,221,393,-314,,-180, 
  당기순이익(지배)＜당기＞,179.6,131.2,52.9,94.0,-75.0,, , 
  보통주수정평균발행주식수＜당기＞,"23,906,860","23,906,860","23,906,860","23,906,860","23,906,860","23,906,860", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"5,919","6,233","6,239","6,528","6,095",,-7, 
  자본총계(지배)＜당기＞,"1,415.1","1,490.1","1,491.6","1,560.6","1,457.0",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"23,906,860","23,906,860","23,906,860","23,906,860","23,906,860",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"1,079",-48,990,870,752,,-14, 
  영업활동현금흐름＜당기＞,258.1,-11.4,236.7,208.0,179.7,, , 
  보통주수정평균발행주식수＜당기＞,"23,906,860","23,906,860","23,906,860","23,906,860","23,906,860","23,906,860", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"8,017","8,422","8,019","9,005","7,139",,-21, 
  매출액＜당기＞,"1,916.6","2,013.4","1,917.1","2,152.9","1,706.6",, , 
  보통주수정평균발행주식수＜당기＞,"23,906,860","23,906,860","23,906,860","23,906,860","23,906,860","23,906,860", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,16.70,18.68,37.36,41.56,N/A,,-182.50, 
  보통주수정주가(기말)＜당기＞,"12,550","10,250","8,260","16,350","10,750","8,000", , 
  EPS＜당기＞,751,549,221,393,-314,, , 
펼치기 PBR,2.12,1.64,1.32,2.50,1.76,,-29.58, 
  보통주수정주가(기말)＜당기＞,"12,550","10,250","8,260","16,350","10,750","8,000", , 
  BPS＜당기＞,"5,919","6,233","6,239","6,528","6,095",, , 
펼치기 PCR,11.63,-215.30,8.34,18.80,14.30,,-23.90, 
  보통주수정주가(기말)＜당기＞,"12,550","10,250","8,260","16,350","10,750","8,000", , 
  CPS＜당기＞,"1,079",-48,990,870,752,, , 
펼치기 PSR,1.57,1.22,1.03,1.82,1.51,,-17.06, 
  보통주수정주가(기말)＜당기＞,"12,550","10,250","8,260","16,350","10,750","8,000", , 
  SPS＜당기＞,"8,017","8,422","8,019","9,005","7,139",, , 
펼치기 EV/EBITDA,8.94,9.81,13.16,20.38,50.44,,147.45, 
  EV＜당기＞,"3,224.5","2,826.3","2,471.2","4,331.6","3,092.9",, , 
  EBITDA＜당기＞,360.5,288.2,187.8,212.5,61.3,, , 
펼치기 DPS,250,200,100,100,50,,-50, 
  현금DPS,250,200,100,100,50,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.99,1.95,1.21,0.61,0.47,,-0.15, 
  현금배당성향(%),33.27,36.45,45.23,25.42,-15.95,,-41.37, 
