항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"4,863","7,089","7,156","5,571","87,636",,"1,473", 
  당기순이익(지배)＜당기＞,748.9,"1,091.7","1,102.0",857.9,"19,120.6",, , 
  보통주수정평균발행주식수＜당기＞,"15,400,000","15,400,000","15,400,000","15,400,000","21,818,167","39,114,367", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"19,218","25,593","31,494","35,987","49,495",,38, 
  자본총계(지배)＜당기＞,"2,959.6","3,941.3","4,830.3","5,513.3","19,337.7",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"15,400,000","15,400,000","15,337,382","15,320,104","39,069,893","39,069,893", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"4,327","1,773","10,509","10,039","12,831",,28, 
  영업활동현금흐름＜당기＞,666.4,273.1,"1,618.4","1,546.0","2,799.5",, , 
  보통주수정평균발행주식수＜당기＞,"15,400,000","15,400,000","15,400,000","15,400,000","21,818,167","39,114,367", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"36,397","43,399","59,113","1,341","33,327",,"2,385", 
  매출액＜당기＞,"5,605.2","6,683.5","9,103.4",206.5,"7,271.3",, , 
  보통주수정평균발행주식수＜당기＞,"15,400,000","15,400,000","15,400,000","15,400,000","21,818,167","39,114,367", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,8.63,5.65,15.65,15.15,0.38,,-97.49, 
  보통주수정주가(기말)＜당기＞,"41,950","40,050","112,000","84,400","33,300","24,150", , 
  EPS＜당기＞,"4,863","7,089","7,156","5,571","87,636",, , 
펼치기 PBR,2.18,1.56,3.56,2.35,0.67,,-71.31, 
  보통주수정주가(기말)＜당기＞,"41,950","40,050","112,000","84,400","33,300","24,150", , 
  BPS＜당기＞,"19,218","25,593","31,494","35,987","49,495",, , 
펼치기 PCR,9.69,22.58,10.66,8.41,2.60,,-69.13, 
  보통주수정주가(기말)＜당기＞,"41,950","40,050","112,000","84,400","33,300","24,150", , 
  CPS＜당기＞,"4,327","1,773","10,509","10,039","12,831",, , 
펼치기 PSR,1.15,0.92,1.89,62.94,1.00,,-98.41, 
  보통주수정주가(기말)＜당기＞,"41,950","40,050","112,000","84,400","33,300","24,150", , 
  SPS＜당기＞,"36,397","43,399","59,113","1,341","33,327",, , 
펼치기 EV/EBITDA,5.60,5.71,9.15,36.53,5.78,,-84.17, 
  EV＜당기＞,"5,929.5","5,778.7","16,549.3","11,393.8","14,489.9",, , 
  EBITDA＜당기＞,"1,059.2","1,011.2","1,809.1",311.9,"2,505.7",, , 
펼치기 DPS,650,650,"1,000","1,000",170,,-83, 
  현금DPS,650,650,"1,000","1,000",170,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.55,1.62,0.89,1.18,0.51,,-0.67, 
  현금배당성향(%),13.37,9.17,13.92,17.86,0.35,,-17.51, 
