항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,460,292,345,34,846,"1,169","2,424",38
  당기순이익(지배)＜당기＞,"1,206.9",764.7,905.1,87.9,"2,461.7","3,730.0", , 
  보통주수정평균발행주식수＜당기＞,"262,276,125","262,276,125","262,276,125","262,282,462","291,026,657","319,177,460", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,474","2,882","3,215","3,042","4,140",,36, 
  자본총계(지배)＜당기＞,"6,487.6","7,495.9","8,291.4","7,723.2","12,866.0",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"262,276,118","260,059,998","257,904,828","253,896,552","310,791,390","310,791,390", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,827,986,"1,338",988,"1,099","1,610",11,47
  영업활동현금흐름＜당기＞,"2,169.7","2,585.0","3,510.4","2,591.0","3,197.2","3,610.0", , 
  보통주수정평균발행주식수＜당기＞,"262,276,125","262,276,125","262,276,125","262,282,462","291,026,657","319,177,460", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"5,820","4,898","3,834","3,371","3,965","4,317",18,9
  매출액＜당기＞,"15,264.5","12,846.0","10,056.6","8,840.8","11,538.4","13,780.0", , 
  보통주수정평균발행주식수＜당기＞,"262,276,125","262,276,125","262,276,125","262,282,462","291,026,657","319,177,460", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,4.63,6.95,6.21,84.53,3.12,2.52,-96.31,-19.39
  보통주수정주가(기말)＜당기＞,"2,129","2,027","2,143","2,833","2,640","2,940", , 
  EPS＜당기＞,460,292,345,34,846,"1,169", , 
펼치기 PBR,0.86,0.70,0.67,0.93,0.64,,-31.52, 
  보통주수정주가(기말)＜당기＞,"2,129","2,027","2,143","2,833","2,640","2,940", , 
  BPS＜당기＞,"2,474","2,882","3,215","3,042","4,140",, , 
펼치기 PCR,2.57,2.06,1.60,2.87,2.40,1.83,-16.20,-24.03
  보통주수정주가(기말)＜당기＞,"2,129","2,027","2,143","2,833","2,640","2,940", , 
  CPS＜당기＞,827,986,"1,338",988,"1,099","1,610", , 
펼치기 PSR,0.37,0.41,0.56,0.84,0.67,0.68,-20.77,2.27
  보통주수정주가(기말)＜당기＞,"2,129","2,027","2,143","2,833","2,640","2,940", , 
  SPS＜당기＞,"5,820","4,898","3,834","3,371","3,965","4,317", , 
펼치기 EV/EBITDA,13.40,11.83,10.50,9.97,7.98,6.99,-19.94,-12.48
  EV＜당기＞,"21,896.5","23,024.6","26,490.4","27,660.3","25,901.1","25,953.8", , 
  EBITDA＜당기＞,"1,633.8","1,946.1","2,523.1","2,774.2","3,244.8","3,715.0", , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,0.00, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
