항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,42,145,-57,7,68,,831, 
  당기순이익(지배)＜당기＞,33.6,116.6,-45.6,5.9,54.6,, , 
  보통주수정평균발행주식수＜당기＞,"80,350,539","80,565,149","80,565,149","80,565,149",,, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,,, , 
펼치기 BPS,"1,887","2,006","1,914","1,918","1,984",,3, 
  자본총계(지배)＜당기＞,"1,520.2","1,616.4","1,541.7","1,545.4","1,598.5",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"80,565,149","80,565,149","80,565,149","80,565,149","80,565,149",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,186,270,30,173,4,,-98, 
  영업활동현금흐름＜당기＞,149.5,217.3,24.4,139.3,3.3,, , 
  보통주수정평균발행주식수＜당기＞,"80,350,539","80,565,149","80,565,149","80,565,149",,, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,,, , 
펼치기 SPS,"3,165","3,685","3,275","3,143","3,268",,4, 
  매출액＜당기＞,"2,543.3","2,968.8","2,638.9","2,532.1","2,632.5",, , 
  보통주수정평균발행주식수＜당기＞,"80,350,539","80,565,149","80,565,149","80,565,149",,, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,,, , 
펼치기 PER,33.92,9.46,N/A,294.63,24.86,,-91.56, 
  보통주수정주가(기말)＜당기＞,"1,420","1,370","1,095","2,145","1,685","1,615", , 
  EPS＜당기＞,42,145,-57,7,68,, , 
펼치기 PBR,0.75,0.68,0.57,1.12,0.85,,-24.05, 
  보통주수정주가(기말)＜당기＞,"1,420","1,370","1,095","2,145","1,685","1,615", , 
  BPS＜당기＞,"1,887","2,006","1,914","1,918","1,984",, , 
펼치기 PCR,7.63,5.08,36.22,12.41,405.26,,"3,166.62", 
  보통주수정주가(기말)＜당기＞,"1,420","1,370","1,095","2,145","1,685","1,615", , 
  CPS＜당기＞,186,270,30,173,4,, , 
펼치기 PSR,0.45,0.37,0.33,0.68,0.52,,-24.44, 
  보통주수정주가(기말)＜당기＞,"1,420","1,370","1,095","2,145","1,685","1,615", , 
  SPS＜당기＞,"3,165","3,685","3,275","3,143","3,268",, , 
펼치기 EV/EBITDA,10.81,9.96,21.04,23.60,13.14,,-44.34, 
  EV＜당기＞,"2,052.3","1,909.7","1,723.3","2,485.2","2,230.6",, , 
  EBITDA＜당기＞,189.9,191.6,81.9,105.3,169.8,, , 
펼치기 DPS,20,20,0,0,20,, , 
  현금DPS,20,20,0,0,20,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.41,1.46,0.00,0.00,1.19,,1.19, 
  현금배당성향(%),47.91,13.81,0.00,0.00,29.51,,29.51, 
