항목,2017/06,2018/06,2019/06,2020/06,2021/06,"2022/06(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,275,-650,-837,760,"2,478",,226, 
  당기순이익(지배)＜당기＞,27.5,-65.0,-83.7,76.0,247.8,, , 
  보통주수정평균발행주식수＜당기＞,"10,000,000","10,000,000","10,000,000","10,000,000",,, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,,, , 
펼치기 BPS,"42,950","42,284","40,731","41,536","44,548",,7, 
  자본총계(지배)＜당기＞,"4,295.0","4,228.4","4,073.1","4,153.6","4,454.8",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"10,000,000","10,000,000","10,000,000","10,000,000","10,000,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"3,756",-448,"4,610","2,052",919,,-55, 
  영업활동현금흐름＜당기＞,375.6,-44.8,461.0,205.2,91.9,, , 
  보통주수정평균발행주식수＜당기＞,"10,000,000","10,000,000","10,000,000","10,000,000",,, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,,, , 
펼치기 SPS,"23,301","22,948","19,071","15,686","14,247",,-9, 
  매출액＜당기＞,"2,330.1","2,294.8","1,907.1","1,568.6","1,424.7",, , 
  보통주수정평균발행주식수＜당기＞,"10,000,000","10,000,000","10,000,000","10,000,000",,, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,,, , 
펼치기 PER,68.58,N/A,N/A,10.65,3.27,,-69.33, 
  보통주수정주가(기말)＜당기＞,"18,850","10,850","8,520","8,090","8,090","8,090", , 
  EPS＜당기＞,275,-650,-837,760,"2,478",, , 
펼치기 PBR,0.44,0.26,0.21,0.19,0.18,,-6.76, 
  보통주수정주가(기말)＜당기＞,"18,850","10,850","8,520","8,090","8,090","8,090", , 
  BPS＜당기＞,"42,950","42,284","40,731","41,536","44,548",, , 
펼치기 PCR,5.02,-24.24,1.85,3.94,8.80,,123.25, 
  보통주수정주가(기말)＜당기＞,"18,850","10,850","8,520","8,090","8,090","8,090", , 
  CPS＜당기＞,"3,756",-448,"4,610","2,052",919,, , 
펼치기 PSR,0.81,0.47,0.45,0.52,0.57,,10.10, 
  보통주수정주가(기말)＜당기＞,"18,850","10,850","8,520","8,090","8,090","8,090", , 
  SPS＜당기＞,"23,301","22,948","19,071","15,686","14,247",, , 
펼치기 EV/EBITDA,-3.19,-15.20,-89.48,-5.20,-3.82,,26.55, 
  EV＜당기＞,-614.6,"-1,235.9",-990.8,-992.8,-965.9,, , 
  EBITDA＜당기＞,192.5,81.3,11.1,190.9,252.9,, , 
펼치기 DPS,100,100,25,25,25,,0, 
  현금DPS,100,100,25,25,25,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.53,0.92,0.29,0.31,0.31,,0.00, 
  현금배당성향(%),36.38,-15.39,-2.99,3.29,1.01,,-2.28, 
