항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-418,-895,"-1,199",-118,-161,,-36, 
  당기순이익(지배)＜당기＞,-47.3,-101.2,-135.6,-13.3,-18.2,, , 
  보통주수정평균발행주식수＜당기＞,"11,309,259","11,309,259","11,309,259","11,309,259","11,309,259","11,309,259", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"5,056","4,052","2,890","2,693","2,518",,-7, 
  자본총계(지배)＜당기＞,563.5,451.6,322.1,300.1,280.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"11,144,616","11,144,616","11,144,616","11,144,616","11,144,616",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-256,-269,27,-41,-343,,-731, 
  영업활동현금흐름＜당기＞,-28.9,-30.4,3.1,-4.7,-38.8,, , 
  보통주수정평균발행주식수＜당기＞,"11,309,259","11,309,259","11,309,259","11,309,259","11,309,259","11,309,259", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,646","3,461","3,207","2,996","4,006",,34, 
  매출액＜당기＞,299.2,391.4,362.7,338.9,453.1,, , 
  보통주수정평균발행주식수＜당기＞,"11,309,259","11,309,259","11,309,259","11,309,259","11,309,259","11,309,259", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,-151.50, 
  보통주수정주가(기말)＜당기＞,"2,260","1,595","1,880","1,550","5,320","3,700", , 
  EPS＜당기＞,-418,-895,"-1,199",-118,-161,, , 
펼치기 PBR,0.45,0.39,0.65,0.58,2.11,,267.09, 
  보통주수정주가(기말)＜당기＞,"2,260","1,595","1,880","1,550","5,320","3,700", , 
  BPS＜당기＞,"5,056","4,052","2,890","2,693","2,518",, , 
펼치기 PCR,-8.84,-5.93,69.22,-37.55,-15.52,,58.68, 
  보통주수정주가(기말)＜당기＞,"2,260","1,595","1,880","1,550","5,320","3,700", , 
  CPS＜당기＞,-256,-269,27,-41,-343,, , 
펼치기 PSR,0.85,0.46,0.59,0.52,1.33,,156.69, 
  보통주수정주가(기말)＜당기＞,"2,260","1,595","1,880","1,550","5,320","3,700", , 
  SPS＜당기＞,"2,646","3,461","3,207","2,996","4,006",, , 
펼치기 EV/EBITDA,-20.46,-5.57,-32.10,16.35,63.74,,289.83, 
  EV＜당기＞,301.8,264.1,302.0,272.7,743.1,, , 
  EBITDA＜당기＞,-14.8,-47.4,-9.4,16.7,11.7,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
