항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,030","2,349","4,365","2,286","3,872","4,442",69,15
  당기순이익(지배)＜당기＞,623.9,"1,435.5","2,667.8","1,390.3","2,352.3","2,698.4", , 
  보통주수정평균발행주식수＜당기＞,"60,572,605","61,115,070","61,115,070","60,809,723","60,752,222",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"13,074","16,226","20,545","21,506","26,806","30,285",25,13
  자본총계(지배)＜당기＞,"7,989.9","9,916.8","12,496.5","12,924.4","16,109.5","18,200.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"61,115,070","61,115,070","60,824,065","60,095,839","60,095,839","60,095,839", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,495,"4,493","5,222","7,318","8,634","7,814",18,-10
  영업활동현금흐름＜당기＞,299.6,"2,746.1","3,191.4","4,450.0","5,245.6","4,211.7", , 
  보통주수정평균발행주식수＜당기＞,"60,572,605","61,115,070","61,115,070","60,809,723","60,752,222",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"41,773","48,346","56,458","51,452","62,450","65,298",21,5
  매출액＜당기＞,"25,303.2","29,546.4","34,504.2","31,288.1","37,939.6","39,669.8", , 
  보통주수정평균발행주식수＜당기＞,"60,572,605","61,115,070","61,115,070","60,809,723","60,752,222",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,15.85,22.78,12.14,19.11,9.26,6.72,-51.56,-27.42
  보통주수정주가(기말)＜당기＞,"16,320","53,500","53,000","43,700","35,850","29,850", , 
  EPS＜당기＞,"1,030","2,349","4,365","2,286","3,872","4,442", , 
펼치기 PBR,1.25,3.30,2.58,2.03,1.34,0.99,-34.18,-26.30
  보통주수정주가(기말)＜당기＞,"16,320","53,500","53,000","43,700","35,850","29,850", , 
  BPS＜당기＞,"13,074","16,226","20,545","21,506","26,806","30,285", , 
펼치기 PCR,33.00,11.91,10.15,5.97,4.15,3.82,-30.47,-7.99
  보통주수정주가(기말)＜당기＞,"16,320","53,500","53,000","43,700","35,850","29,850", , 
  CPS＜당기＞,495,"4,493","5,222","7,318","8,634","7,814", , 
펼치기 PSR,0.39,1.11,0.94,0.85,0.57,0.46,-32.41,-20.37
  보통주수정주가(기말)＜당기＞,"16,320","53,500","53,000","43,700","35,850","29,850", , 
  SPS＜당기＞,"41,773","48,346","56,458","51,452","62,450","65,298", , 
펼치기 EV/EBITDA,7.09,9.68,7.19,7.20,3.89,3.00,-45.99,-22.92
  EV＜당기＞,"20,117.5","40,901.7","40,578.1","31,789.4","23,021.1","18,239.7", , 
  EBITDA＜당기＞,"2,835.8","4,225.5","5,640.1","4,415.4","5,920.8","6,085.5", , 
펼치기 DPS,50,50,219,185,"1,000",,441, 
  현금DPS,50,50,219,185,"1,000",, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.31,0.09,0.41,0.42,2.79,1.17,2.37,-1.61
  현금배당성향(%),4.90,2.13,4.99,8.00,25.55,7.90,17.55,-17.65
