항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,,"7,539","8,762","11,656","32,223","43,413",176,35
  당기순이익(지배)＜당기＞,,70.3,248.5,330.6,914.0,"1,231.3", , 
  보통주수정평균발행주식수＜당기＞,,"932,482","2,836,300","2,836,300","2,836,300",, , 
  우선주수정평균발행주식수＜당기＞,,0,0,0,0,, , 
펼치기 BPS,,"195,374","201,388","212,582","242,703","283,407",14,17
  자본총계(지배)＜당기＞,,"5,534.5","5,712.0","5,952.5","6,795.9","7,935.7", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,0,"2,832,779","2,836,300","2,800,100","2,800,100","2,800,100", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,,"16,064","23,224","24,739","7,767","52,463",-69,575
  영업활동현금흐름＜당기＞,,149.8,658.7,701.7,220.3,"1,391.3", , 
  보통주수정평균발행주식수＜당기＞,,"932,482","2,836,300","2,836,300","2,836,300",, , 
  우선주수정평균발행주식수＜당기＞,,0,0,0,0,, , 
펼치기 SPS,,"464,791","432,669","405,622","527,928","646,159",30,22
  매출액＜당기＞,,"4,334.1","12,271.8","11,504.7","14,973.6","18,327.0", , 
  보통주수정평균발행주식수＜당기＞,,"932,482","2,836,300","2,836,300","2,836,300",, , 
  우선주수정평균발행주식수＜당기＞,,0,0,0,0,, , 
펼치기 PER,,7.56,6.95,7.76,2.97,3.93,-61.79,32.38
  보통주수정주가(기말)＜당기＞,,"57,000","60,900","90,500","95,600","170,500", , 
  EPS＜당기＞,,"7,539","8,762","11,656","32,223","43,413", , 
펼치기 PBR,,0.29,0.30,0.43,0.39,0.60,-7.47,52.73
  보통주수정주가(기말)＜당기＞,,"57,000","60,900","90,500","95,600","170,500", , 
  BPS＜당기＞,,"195,374","201,388","212,582","242,703","283,407", , 
펼치기 PCR,,3.55,2.62,3.66,12.31,3.25,236.44,-73.59
  보통주수정주가(기말)＜당기＞,,"57,000","60,900","90,500","95,600","170,500", , 
  CPS＜당기＞,,"16,064","23,224","24,739","7,767","52,463", , 
펼치기 PSR,,0.12,0.14,0.22,0.18,0.26,-18.83,45.71
  보통주수정주가(기말)＜당기＞,,"57,000","60,900","90,500","95,600","170,500", , 
  SPS＜당기＞,,"464,791","432,669","405,622","527,928","646,159", , 
펼치기 EV/EBITDA,,19.40,4.77,5.02,2.43,2.60,-51.55,6.87
  EV＜당기＞,,"4,013.7","3,601.7","4,086.6","3,875.7","5,188.2", , 
  EBITDA＜당기＞,,206.9,755.0,813.5,"1,592.6","1,994.8", , 
펼치기 DPS,,,"2,000","2,500","3,500",,40, 
  현금DPS,,,"2,000","2,500","3,500",, , 
  주식DPS,,0,0,0,,, , 
  현금배당수익률,,,3.28,2.76,3.66,1.86,0.90,-1.80
  현금배당성향(%),,72.53,22.83,21.17,10.72,7.29,-10.45,-3.43
