항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,309","1,214",837,"2,649","1,040",,-61, 
  당기순이익(지배)＜당기＞,210.7,195.3,134.6,426.3,167.4,, , 
  보통주수정평균발행주식수＜당기＞,"16,089,459","16,089,459","16,089,459","16,089,459","16,089,459","16,089,459", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"24,992","25,661","26,020","28,431","29,257",,3, 
  자본총계(지배)＜당기＞,"4,021.1","4,128.6","4,186.4","4,574.3","4,707.2",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"16,089,459","16,089,459","16,089,459","16,089,459","16,089,459",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"3,938","3,504","3,542","4,510","4,094",,-9, 
  영업활동현금흐름＜당기＞,633.6,563.8,569.8,725.7,658.7,, , 
  보통주수정평균발행주식수＜당기＞,"16,089,459","16,089,459","16,089,459","16,089,459","16,089,459","16,089,459", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"56,131","56,548","57,091","54,962","58,453",,6, 
  매출액＜당기＞,"9,031.3","9,098.3","9,185.7","8,843.0","9,404.7",, , 
  보통주수정평균발행주식수＜당기＞,"16,089,459","16,089,459","16,089,459","16,089,459","16,089,459","16,089,459", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,6.06,5.24,9.96,9.34,45.28,,384.75, 
  보통주수정주가(기말)＜당기＞,"7,940","6,360","8,330","24,750","47,100","59,800", , 
  EPS＜당기＞,"1,309","1,214",837,"2,649","1,040",, , 
펼치기 PBR,0.32,0.25,0.32,0.87,1.61,,84.93, 
  보통주수정주가(기말)＜당기＞,"7,940","6,360","8,330","24,750","47,100","59,800", , 
  BPS＜당기＞,"24,992","25,661","26,020","28,431","29,257",, , 
펼치기 PCR,2.02,1.82,2.35,5.49,11.50,,109.65, 
  보통주수정주가(기말)＜당기＞,"7,940","6,360","8,330","24,750","47,100","59,800", , 
  CPS＜당기＞,"3,938","3,504","3,542","4,510","4,094",, , 
펼치기 PSR,0.14,0.11,0.15,0.45,0.81,,78.94, 
  보통주수정주가(기말)＜당기＞,"7,940","6,360","8,330","24,750","47,100","59,800", , 
  SPS＜당기＞,"56,131","56,548","57,091","54,962","58,453",, , 
펼치기 EV/EBITDA,3.79,3.48,4.88,8.45,15.72,,85.99, 
  EV＜당기＞,"2,223.3","1,924.5","2,525.2","4,995.9","8,597.6",, , 
  EBITDA＜당기＞,586.4,552.7,517.2,591.2,547.1,, , 
펼치기 DPS,250,250,250,250,250,,0, 
  현금DPS,250,250,250,250,250,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,3.15,3.93,3.00,1.01,0.53,,-0.48, 
  현금배당성향(%),19.09,20.59,29.88,9.44,24.04,,14.60, 
