항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"34,974",899,772,"1,237","1,373",,11, 
  당기순이익(지배)＜당기＞,"14,803.1",563.3,483.8,775.1,859.9,, , 
  보통주수정평균발행주식수＜당기＞,"42,326,025","62,644,140","62,645,397","62,645,422","62,645,422",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"30,718","31,187","32,019","32,688","34,867",,7, 
  자본총계(지배)＜당기＞,"18,478.6","18,760.7","19,261.3","19,664.1","20,974.9",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"60,155,284","60,155,524","60,156,653","60,156,653","60,156,653",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-208,"5,595","5,469","6,709","7,127",,6, 
  영업활동현금흐름＜당기＞,-87.8,"3,505.2","3,425.9","4,203.0","4,465.0",, , 
  보통주수정평균발행주식수＜당기＞,"42,326,025","62,644,140","62,645,397","62,645,422","62,645,422",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"2,664","31,889","33,579","36,403","38,551",,6, 
  매출액＜당기＞,"1,127.5","19,976.8","21,035.9","22,804.9","24,150.6",, , 
  보통주수정평균발행주식수＜당기＞,"42,326,025","62,644,140","62,645,397","62,645,422","62,645,422",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,0.76,19.02,23.05,10.67,11.62,,8.93, 
  보통주수정주가(기말)＜당기＞,"26,650","17,100","17,800","13,200","15,950","14,150", , 
  EPS＜당기＞,"34,974",899,772,"1,237","1,373",, , 
펼치기 PBR,0.87,0.55,0.56,0.40,0.46,,13.28, 
  보통주수정주가(기말)＜당기＞,"26,650","17,100","17,800","13,200","15,950","14,150", , 
  BPS＜당기＞,"30,718","31,187","32,019","32,688","34,867",, , 
펼치기 PCR,-128.41,3.06,3.25,1.97,2.24,,13.74, 
  보통주수정주가(기말)＜당기＞,"26,650","17,100","17,800","13,200","15,950","14,150", , 
  CPS＜당기＞,-208,"5,595","5,469","6,709","7,127",, , 
펼치기 PSR,10.00,0.54,0.53,0.36,0.41,,14.10, 
  보통주수정주가(기말)＜당기＞,"26,650","17,100","17,800","13,200","15,950","14,150", , 
  SPS＜당기＞,"2,664","31,889","33,579","36,403","38,551",, , 
펼치기 EV/EBITDA,21.31,2.63,2.23,1.25,1.02,,-18.05, 
  EV＜당기＞,"19,575.5","11,801.4","11,657.2","6,836.8","5,663.9",, , 
  EBITDA＜당기＞,918.5,"4,482.2","5,219.6","5,467.1","5,526.4",, , 
펼치기 DPS,600,650,650,650,650,,0, 
  현금DPS,600,650,650,650,650,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.25,3.80,3.65,4.92,4.08,,-0.85, 
  현금배당성향(%),1.39,38.20,47.78,32.40,38.50,,6.10, 
