항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"12,222","9,348","10,187","7,311","11,564",,58, 
  당기순이익(지배)＜당기＞,153.7,117.6,128.1,92.0,145.4,, , 
  보통주수정평균발행주식수＜당기＞,"1,257,651","1,257,651","1,257,651","1,257,651","1,257,651",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"84,110","93,897","104,039","112,021","124,759",,11, 
  자본총계(지배)＜당기＞,974.9,"1,026.2","1,104.8","1,169.4","1,264.1",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"1,159,104","1,092,863","1,061,883","1,043,934","1,013,234","1,009,034", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"12,787","7,414","12,184","10,119","7,986",,-21, 
  영업활동현금흐름＜당기＞,160.8,93.2,153.2,127.3,100.4,, , 
  보통주수정평균발행주식수＜당기＞,"1,257,651","1,257,651","1,257,651","1,257,651","1,257,651",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"52,487","49,862","50,923","47,324","54,193",,15, 
  매출액＜당기＞,660.1,627.1,640.4,595.2,681.6,, , 
  보통주수정평균발행주식수＜당기＞,"1,257,651","1,257,651","1,257,651","1,257,651","1,257,651",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,6.79,8.45,8.11,14.63,9.47,,-35.30, 
  보통주수정주가(기말)＜당기＞,"83,000","79,000","82,600","107,000","109,500","111,000", , 
  EPS＜당기＞,"12,222","9,348","10,187","7,311","11,564",, , 
펼치기 PBR,0.99,0.84,0.79,0.96,0.88,,-8.11, 
  보통주수정주가(기말)＜당기＞,"83,000","79,000","82,600","107,000","109,500","111,000", , 
  BPS＜당기＞,"84,110","93,897","104,039","112,021","124,759",, , 
펼치기 PCR,6.49,10.66,6.78,10.57,13.71,,29.66, 
  보통주수정주가(기말)＜당기＞,"83,000","79,000","82,600","107,000","109,500","111,000", , 
  CPS＜당기＞,"12,787","7,414","12,184","10,119","7,986",, , 
펼치기 PSR,1.58,1.58,1.62,2.26,2.02,,-10.63, 
  보통주수정주가(기말)＜당기＞,"83,000","79,000","82,600","107,000","109,500","111,000", , 
  SPS＜당기＞,"52,487","49,862","50,923","47,324","54,193",, , 
펼치기 EV/EBITDA,3.37,1.43,1.67,3.46,3.88,,12.14, 
  EV＜당기＞,612.7,204.6,252.4,481.1,605.5,, , 
  EBITDA＜당기＞,181.8,142.9,151.4,139.0,156.1,, , 
펼치기 DPS,"1,500","1,500","1,500","1,500","1,500",,0, 
  현금DPS,"1,500","1,500","1,500","1,500","1,500",, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.81,1.90,1.82,1.40,1.37,,-0.03, 
  현금배당성향(%),11.32,13.94,12.43,17.03,10.46,,-6.57, 
