항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,77,116,348,152,274,,81, 
  당기순이익(지배)＜당기＞,6.0,9.1,27.3,11.9,21.5,, , 
  보통주수정평균발행주식수＜당기＞,"7,826,815","7,826,815","7,826,815","7,826,815","7,826,815",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"5,335","5,357","5,597","5,576","5,745",,3, 
  자본총계(지배)＜당기＞,417.6,419.2,438.0,436.4,449.7,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,826,815","7,826,815","7,826,815","7,826,815","7,826,815",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,223,202,971,248,404,,63, 
  영업활동현금흐름＜당기＞,17.5,15.8,76.0,19.4,31.7,, , 
  보통주수정평균발행주식수＜당기＞,"7,826,815","7,826,815","7,826,815","7,826,815","7,826,815",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,539,616,976,606,780,,29, 
  매출액＜당기＞,42.2,48.2,76.4,47.4,61.1,, , 
  보통주수정평균발행주식수＜당기＞,"7,826,815","7,826,815","7,826,815","7,826,815","7,826,815",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,50.79,26.98,8.98,19.31,17.31,,-10.39, 
  보통주수정주가(기말)＜당기＞,"3,890","3,120","3,130","2,935","4,750","5,330", , 
  EPS＜당기＞,77,116,348,152,274,, , 
펼치기 PBR,0.73,0.58,0.56,0.53,0.83,,57.07, 
  보통주수정주가(기말)＜당기＞,"3,890","3,120","3,130","2,935","4,750","5,330", , 
  BPS＜당기＞,"5,335","5,357","5,597","5,576","5,745",, , 
펼치기 PCR,17.41,15.48,3.22,11.81,11.75,,-0.58, 
  보통주수정주가(기말)＜당기＞,"3,890","3,120","3,130","2,935","4,750","5,330", , 
  CPS＜당기＞,223,202,971,248,404,, , 
펼치기 PSR,7.21,5.07,3.21,4.84,6.09,,25.69, 
  보통주수정주가(기말)＜당기＞,"3,890","3,120","3,130","2,935","4,750","5,330", , 
  SPS＜당기＞,539,616,976,606,780,, , 
펼치기 EV/EBITDA,21.14,17.67,14.02,22.18,19.89,,-10.36, 
  EV＜당기＞,576.3,568.1,850.4,819.0,966.6,, , 
  EBITDA＜당기＞,27.3,32.1,60.7,36.9,48.6,, , 
펼치기 DPS,76,82,168,150,200,,33, 
  현금DPS,76,82,168,150,200,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.95,2.63,5.37,5.11,4.21,,-0.90, 
  현금배당성향(%),99.22,70.90,48.23,98.71,72.88,,-25.83, 
