항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,209,202,225,-251,-287,,-14, 
  당기순이익(지배)＜당기＞,96.4,101.0,112.1,-121.5,-138.1,, , 
  보통주수정평균발행주식수＜당기＞,"46,155,143","49,873,845","49,911,742","48,395,133","48,149,587",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"2,864","3,161","3,710","3,667","3,585",,-2, 
  자본총계(지배)＜당기＞,"1,345.3","1,482.7","1,726.2","1,679.1","1,641.8",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"46,969,524","46,900,665","46,530,154","45,791,952","45,791,952","45,791,952", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,462,293,-174,552,-907,,-264, 
  영업활동현금흐름＜당기＞,213.4,146.2,-86.9,267.1,-436.6,, , 
  보통주수정평균발행주식수＜당기＞,"46,155,143","49,873,845","49,911,742","48,395,133","48,149,587",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"19,980","19,490","19,467","16,221","18,545",,14, 
  매출액＜당기＞,"9,222.0","9,720.5","9,716.4","7,850.4","8,929.3",, , 
  보통주수정평균발행주식수＜당기＞,"46,155,143","49,873,845","49,911,742","48,395,133","48,149,587",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,16.80,12.67,11.77,N/A,N/A,,-0.59, 
  보통주수정주가(기말)＜당기＞,"3,510","2,565","2,645","1,980","2,275","2,420", , 
  EPS＜당기＞,209,202,225,-251,-287,, , 
펼치기 PBR,1.23,0.81,0.71,0.54,0.63,,17.51, 
  보통주수정주가(기말)＜당기＞,"3,510","2,565","2,645","1,980","2,275","2,420", , 
  BPS＜당기＞,"2,864","3,161","3,710","3,667","3,585",, , 
펼치기 PCR,7.59,8.75,-15.18,3.59,-2.51,,-169.93, 
  보통주수정주가(기말)＜당기＞,"3,510","2,565","2,645","1,980","2,275","2,420", , 
  CPS＜당기＞,462,293,-174,552,-907,, , 
펼치기 PSR,0.18,0.13,0.14,0.12,0.12,,0.51, 
  보통주수정주가(기말)＜당기＞,"3,510","2,565","2,645","1,980","2,275","2,420", , 
  SPS＜당기＞,"19,980","19,490","19,467","16,221","18,545",, , 
펼치기 EV/EBITDA,11.30,8.15,6.98,23.96,25.17,,5.04, 
  EV＜당기＞,"4,211.4","3,772.6","4,211.0","3,840.3","4,804.2",, , 
  EBITDA＜당기＞,372.7,462.9,603.0,160.3,190.9,, , 
펼치기 DPS,0,20,30,,,, , 
  현금DPS,0,20,30,,,, , 
  주식DPS,0,0,0,,,, , 
  현금배당수익률,0.00,0.78,1.13,,,, , 
  현금배당성향(%),0.00,9.30,12.45,0.00,,, , 
