항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,376,212,132,-16,353,408,"2,278",16
  당기순이익(지배)＜당기＞,98.8,55.7,34.7,-6.5,152.4,184.0, , 
  보통주수정평균발행주식수＜당기＞,"12,317,933","12,317,933","12,341,829","27,439,687","30,484,407","32,312,843", , 
  우선주수정평균발행주식수＜당기＞,"13,950,000","13,950,000","13,950,000","12,794,545","12,750,000","12,750,000", , 
펼치기 BPS,990,"1,206","1,907","1,791","2,217","2,616",24,18
  자본총계(지배)＜당기＞,259.9,316.8,667.3,757.7,995.8,"1,180.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"12,313,270","12,313,270","21,035,269","29,561,276","32,163,501","32,350,101", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"13,950,000","13,950,000","13,950,000","12,750,000","12,750,000","12,750,000", , 
펼치기 CPS,875,341,127,217,-124,497,-157,502
  영업활동현금흐름＜당기＞,229.8,89.6,33.4,87.2,-53.5,130.0, , 
  보통주수정평균발행주식수＜당기＞,"12,317,933","12,317,933","12,341,829","27,439,687","30,484,407","32,312,843", , 
  우선주수정평균발행주식수＜당기＞,"13,950,000","13,950,000","13,950,000","12,794,545","12,750,000","12,750,000", , 
펼치기 SPS,"6,581","6,283","5,766","3,492","4,705","5,162",35,10
  매출액＜당기＞,"1,728.8","1,650.4","1,516.0","1,405.0","2,034.2","2,326.0", , 
  보통주수정평균발행주식수＜당기＞,"12,317,933","12,317,933","12,341,829","27,439,687","30,484,407","32,312,843", , 
  우선주수정평균발행주식수＜당기＞,"13,950,000","13,950,000","13,950,000","12,794,545","12,750,000","12,750,000", , 
펼치기 PER,8.51,17.08,113.98,N/A,13.84,10.69,105.83,-22.76
  보통주수정주가(기말)＜당기＞,"3,200","3,620","15,050","3,845","4,880","4,365", , 
  EPS＜당기＞,376,212,132,-16,353,408, , 
펼치기 PBR,3.23,3.00,7.89,2.15,2.20,1.67,2.51,-24.20
  보통주수정주가(기말)＜당기＞,"3,200","3,620","15,050","3,845","4,880","4,365", , 
  BPS＜당기＞,990,"1,206","1,907","1,791","2,217","2,616", , 
펼치기 PCR,3.66,10.61,118.40,17.75,-39.42,8.78,-322.10,122.28
  보통주수정주가(기말)＜당기＞,"3,200","3,620","15,050","3,845","4,880","4,365", , 
  CPS＜당기＞,875,341,127,217,-124,497, , 
펼치기 PSR,0.49,0.58,2.61,1.10,1.04,0.85,-5.81,-18.46
  보통주수정주가(기말)＜당기＞,"3,200","3,620","15,050","3,845","4,880","4,365", , 
  SPS＜당기＞,"6,581","6,283","5,766","3,492","4,705","5,162", , 
펼치기 EV/EBITDA,5.13,6.86,27.72,26.44,8.44,5.79,-68.08,-31.41
  EV＜당기＞,864.8,751.8,"1,883.9","1,120.3","1,564.3","1,337.3", , 
  EBITDA＜당기＞,168.7,109.6,68.0,42.4,185.3,231.0, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
