항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"18,649","19,200","16,174","16,162","22,343",,38, 
  당기순이익(지배)＜당기＞,242.4,249.6,210.3,210.1,290.5,, , 
  보통주수정평균발행주식수＜당기＞,"1,300,000","1,300,000","1,300,000","1,300,000","1,300,000","1,300,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"76,494","76,578","75,323","75,474","84,273",,12, 
  자본총계(지배)＜당기＞,994.4,995.5,979.2,981.2,"1,095.5",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"1,300,000","1,300,000","1,300,000","1,300,000","1,300,000","1,300,000", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"15,126","22,980","19,854","32,691","18,986",,-42, 
  영업활동현금흐름＜당기＞,196.6,298.7,258.1,425.0,246.8,, , 
  보통주수정평균발행주식수＜당기＞,"1,300,000","1,300,000","1,300,000","1,300,000","1,300,000","1,300,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"161,951","169,041","162,958","154,104","185,683",,20, 
  매출액＜당기＞,"2,105.4","2,197.5","2,118.5","2,003.3","2,413.9",, , 
  보통주수정평균발행주식수＜당기＞,"1,300,000","1,300,000","1,300,000","1,300,000","1,300,000","1,300,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,20.59,17.53,19.97,15.99,11.52,,-27.94, 
  보통주수정주가(기말)＜당기＞,"384,000","336,500","323,000","258,500","257,500","250,000", , 
  EPS＜당기＞,"18,649","19,200","16,174","16,162","22,343",, , 
펼치기 PBR,5.02,4.39,4.29,3.43,3.06,,-10.79, 
  보통주수정주가(기말)＜당기＞,"384,000","336,500","323,000","258,500","257,500","250,000", , 
  BPS＜당기＞,"76,494","76,578","75,323","75,474","84,273",, , 
펼치기 PCR,25.39,14.64,16.27,7.91,13.56,,71.52, 
  보통주수정주가(기말)＜당기＞,"384,000","336,500","323,000","258,500","257,500","250,000", , 
  CPS＜당기＞,"15,126","22,980","19,854","32,691","18,986",, , 
펼치기 PSR,2.37,1.99,1.98,1.68,1.39,,-17.33, 
  보통주수정주가(기말)＜당기＞,"384,000","336,500","323,000","258,500","257,500","250,000", , 
  SPS＜당기＞,"161,951","169,041","162,958","154,104","185,683",, , 
펼치기 EV/EBITDA,14.26,11.50,12.73,7.42,6.11,,-17.62, 
  EV＜당기＞,"4,473.6","3,757.4","3,628.7","2,609.2","2,558.7",, , 
  EBITDA＜당기＞,313.6,326.8,285.0,351.7,418.6,, , 
펼치기 DPS,"17,000","19,000","16,000","14,000","19,000",,36, 
  현금DPS,"17,000","19,000","16,000","14,000","19,000",, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,4.43,5.65,4.95,5.42,7.38,,1.96, 
  현금배당성향(%),91.16,98.96,98.92,86.62,85.04,,-1.59, 
