항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"4,256","4,251","6,265","7,750","7,532","4,571",-3,-39
  당기순이익(지배)＜당기＞,646.1,645.3,951.0,"1,493.2","1,755.6","1,065.3", , 
  보통주수정평균발행주식수＜당기＞,"15,179,766","15,179,766","15,179,766","18,635,305","22,053,284","22,053,284", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,"630,688","1,254,520","1,254,520", , 
펼치기 BPS,"21,251","24,218","30,162","34,409","41,105","45,000",19,9
  자본총계(지배)＜당기＞,"3,225.7","3,676.2","4,578.4","8,018.5","9,578.9","10,486.7", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"15,179,395","15,179,395","15,179,395","22,049,021","22,049,021","22,049,021", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,"1,254,520","1,254,520","1,254,520", , 
펼치기 CPS,"3,843","5,739","8,321","8,260","3,447","4,857",-58,41
  영업활동현금흐름＜당기＞,583.4,871.1,"1,263.1","1,591.3",803.5,"1,043.3", , 
  보통주수정평균발행주식수＜당기＞,"15,179,766","15,179,766","15,179,766","18,635,305","22,053,284","22,053,284", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,"630,688","1,254,520","1,254,520", , 
펼치기 SPS,"56,564","63,609","84,317","90,036","86,252","78,035",-4,-10
  매출액＜당기＞,"8,586.3","9,655.7","12,799.1","17,346.4","20,103.4","18,188.3", , 
  보통주수정평균발행주식수＜당기＞,"15,179,766","15,179,766","15,179,766","18,635,305","22,053,284","22,053,284", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,"630,688","1,254,520","1,254,520", , 
펼치기 PER,3.52,3.39,3.17,3.94,3.60,5.33,-8.56,47.80
  보통주수정주가(기말)＜당기＞,"15,000","14,400","19,850","30,550","27,150","24,350", , 
  EPS＜당기＞,"4,256","4,251","6,265","7,750","7,532","4,571", , 
펼치기 PBR,0.71,0.59,0.66,0.89,0.66,0.54,-25.61,-18.08
  보통주수정주가(기말)＜당기＞,"15,000","14,400","19,850","30,550","27,150","24,350", , 
  BPS＜당기＞,"21,251","24,218","30,162","34,409","41,105","45,000", , 
펼치기 PCR,3.90,2.51,2.39,3.70,7.88,5.01,112.93,-36.34
  보통주수정주가(기말)＜당기＞,"15,000","14,400","19,850","30,550","27,150","24,350", , 
  CPS＜당기＞,"3,843","5,739","8,321","8,260","3,447","4,857", , 
펼치기 PSR,0.27,0.23,0.24,0.34,0.31,0.31,-7.23,-0.87
  보통주수정주가(기말)＜당기＞,"15,000","14,400","19,850","30,550","27,150","24,350", , 
  SPS＜당기＞,"56,564","63,609","84,317","90,036","86,252","78,035", , 
펼치기 EV/EBITDA,0.95,-0.38,-0.42,0.98,0.69,-0.49,-29.55,-171.39
  EV＜당기＞,803.5,-349.4,-627.9,"2,086.1","1,665.8",-735.0, , 
  EBITDA＜당기＞,844.3,915.9,"1,483.3","2,137.5","2,422.8","1,497.3", , 
펼치기 DPS,0,250,400,550,750,,36, 
  현금DPS,0,250,400,550,750,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,1.74,2.02,1.80,2.76,2.53,0.96,-0.23
  현금배당성향(%),0.00,5.88,6.38,12.14,10.27,12.77,-1.87,2.49
