항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,657","2,525",645,479,"2,783",,481, 
  당기순이익(지배)＜당기＞,265.1,404.0,103.1,76.7,445.3,, , 
  보통주수정평균발행주식수＜당기＞,"16,000,000","16,000,000","16,000,000","16,000,000","16,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"29,975","31,862","32,378","32,370","35,004",,8, 
  자본총계(지배)＜당기＞,"4,796.0","5,098.0","5,180.5","5,179.3","5,525.4",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"16,000,000","16,000,000","16,000,000","16,000,000","15,785,000","15,785,000", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"2,304",-191,-43,425,-147,,-135, 
  영업활동현금흐름＜당기＞,368.7,-30.5,-6.8,68.1,-23.6,, , 
  보통주수정평균발행주식수＜당기＞,"16,000,000","16,000,000","16,000,000","16,000,000","16,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"25,818","22,203","23,103","23,270","21,656",,-7, 
  매출액＜당기＞,"4,131.0","3,552.5","3,696.5","3,723.2","3,465.0",, , 
  보통주수정평균발행주식수＜당기＞,"16,000,000","16,000,000","16,000,000","16,000,000","16,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,9.93,5.11,18.46,19.08,4.82,,-74.76, 
  보통주수정주가(기말)＜당기＞,"16,450","12,900","11,900","9,140","13,400","12,600", , 
  EPS＜당기＞,"1,657","2,525",645,479,"2,783",, , 
펼치기 PBR,0.55,0.40,0.37,0.28,0.38,,35.58, 
  보통주수정주가(기말)＜당기＞,"16,450","12,900","11,900","9,140","13,400","12,600", , 
  BPS＜당기＞,"29,975","31,862","32,378","32,370","35,004",, , 
펼치기 PCR,7.14,-67.57,-278.14,21.49,-90.85,,-522.80, 
  보통주수정주가(기말)＜당기＞,"16,450","12,900","11,900","9,140","13,400","12,600", , 
  CPS＜당기＞,"2,304",-191,-43,425,-147,, , 
펼치기 PSR,0.64,0.58,0.52,0.39,0.62,,57.53, 
  보통주수정주가(기말)＜당기＞,"16,450","12,900","11,900","9,140","13,400","12,600", , 
  SPS＜당기＞,"25,818","22,203","23,103","23,270","21,656",, , 
펼치기 EV/EBITDA,2.36,4.73,34.51,17.41,5.29,,-69.60, 
  EV＜당기＞,800.4,590.3,"1,388.6",936.2,"1,429.5",, , 
  EBITDA＜당기＞,338.9,124.9,40.2,53.8,270.1,, , 
펼치기 DPS,500,500,500,500,500,,0, 
  현금DPS,500,500,500,500,500,, , 
  주식DPS,0,0,,0,,, , 
  현금배당수익률,3.04,3.88,4.20,5.47,3.73,,-1.74, 
  현금배당성향(%),30.17,19.80,77.58,104.37,17.73,,-86.64, 
