항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,649,654,924,367,597,,63, 
  당기순이익(지배)＜당기＞,76.0,76.5,117.0,52.1,84.8,, , 
  보통주수정평균발행주식수＜당기＞,"11,696,733","11,696,733","12,656,719","14,202,975","14,202,975",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"8,264","8,705","12,686","12,792","28,934",,126, 
  자본총계(지배)＜당기＞,966.2,"1,017.8","1,801.2","1,816.2","4,108.0",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"11,691,892","11,691,888","14,198,130","14,198,130","14,198,130",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"1,251","1,228","3,170",647,"1,019",,57, 
  영업활동현금흐름＜당기＞,146.3,143.6,401.2,91.9,144.8,, , 
  보통주수정평균발행주식수＜당기＞,"11,696,733","11,696,733","12,656,719","14,202,975","14,202,975",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"10,166","11,453","12,993","11,875","13,213",,11, 
  매출액＜당기＞,"1,189.1","1,339.6","1,644.5","1,686.6","1,876.6",, , 
  보통주수정평균발행주식수＜당기＞,"11,696,733","11,696,733","12,656,719","14,202,975","14,202,975",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,30.47,41.56,30.23,130.57,50.83,,-61.07, 
  보통주수정주가(기말)＜당기＞,"19,787","27,171","27,950","47,900","30,350","25,250", , 
  EPS＜당기＞,649,654,924,367,597,, , 
펼치기 PBR,2.39,3.12,2.20,3.74,1.05,,-71.99, 
  보통주수정주가(기말)＜당기＞,"19,787","27,171","27,950","47,900","30,350","25,250", , 
  BPS＜당기＞,"8,264","8,705","12,686","12,792","28,934",, , 
펼치기 PCR,15.82,22.13,8.82,74.01,29.78,,-59.77, 
  보통주수정주가(기말)＜당기＞,"19,787","27,171","27,950","47,900","30,350","25,250", , 
  CPS＜당기＞,"1,251","1,228","3,170",647,"1,019",, , 
펼치기 PSR,1.95,2.37,2.15,4.03,2.30,,-43.06, 
  보통주수정주가(기말)＜당기＞,"19,787","27,171","27,950","47,900","30,350","25,250", , 
  SPS＜당기＞,"10,166","11,453","12,993","11,875","13,213",, , 
펼치기 EV/EBITDA,11.14,14.57,14.58,35.18,-0.20,,-100.58, 
  EV＜당기＞,"2,300.2","3,076.6","2,876.7","5,992.5",-38.8,, , 
  EBITDA＜당기＞,206.4,211.1,197.3,170.4,189.6,, , 
펼치기 DPS,241,241,300,300,400,,33, 
  현금DPS,241,241,300,300,400,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.22,0.89,1.07,0.63,1.32,,0.69, 
  현금배당성향(%),37.10,36.85,36.40,81.75,66.98,,-14.77, 
