항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"5,981","5,637","5,959","5,395","6,549",,21, 
  당기순이익(지배)＜당기＞,478.5,450.9,476.7,431.6,523.9,, , 
  보통주수정평균발행주식수＜당기＞,"8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"72,420","77,582","83,093","87,753","93,727",,7, 
  자본총계(지배)＜당기＞,"5,793.6","6,206.6","6,611.9","6,982.7","7,458.1",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"8,000,000","8,000,000","7,957,190","7,957,190","7,957,190","7,957,190", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"6,412","6,734","9,293","6,338","9,692",,53, 
  영업활동현금흐름＜당기＞,512.9,538.7,743.4,507.0,775.3,, , 
  보통주수정평균발행주식수＜당기＞,"8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"16,864","16,902","19,360","18,439","21,246",,15, 
  매출액＜당기＞,"1,349.2","1,352.1","1,548.8","1,475.1","1,699.7",, , 
  보통주수정평균발행주식수＜당기＞,"8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,7.67,6.39,5.50,5.67,5.53,,-2.55, 
  보통주수정주가(기말)＜당기＞,"45,900","36,000","32,800","30,600","36,200","36,700", , 
  EPS＜당기＞,"5,981","5,637","5,959","5,395","6,549",, , 
펼치기 PBR,0.63,0.46,0.39,0.35,0.39,,10.76, 
  보통주수정주가(기말)＜당기＞,"45,900","36,000","32,800","30,600","36,200","36,700", , 
  BPS＜당기＞,"72,420","77,582","83,093","87,753","93,727",, , 
펼치기 PCR,7.16,5.35,3.53,4.83,3.74,,-22.64, 
  보통주수정주가(기말)＜당기＞,"45,900","36,000","32,800","30,600","36,200","36,700", , 
  CPS＜당기＞,"6,412","6,734","9,293","6,338","9,692",, , 
펼치기 PSR,2.72,2.13,1.69,1.66,1.70,,2.67, 
  보통주수정주가(기말)＜당기＞,"45,900","36,000","32,800","30,600","36,200","36,700", , 
  SPS＜당기＞,"16,864","16,902","19,360","18,439","21,246",, , 
펼치기 EV/EBITDA,6.38,4.30,2.35,1.64,1.12,,-31.38, 
  EV＜당기＞,"3,714.7","2,410.6","1,730.2","1,148.0",923.7,, , 
  EBITDA＜당기＞,582.1,560.6,736.4,700.7,821.6,, , 
펼치기 DPS,250,600,700,700,"1,700",,143, 
  현금DPS,250,600,700,700,"1,700",, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.54,1.67,2.13,2.29,4.70,,2.41, 
  현금배당성향(%),4.18,10.64,11.68,12.91,25.82,,12.91, 
