항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,309,251,"-2,070","-1,535",49,,103, 
  당기순이익(지배)＜당기＞,123.5,100.4,-828.2,-613.9,19.6,, , 
  보통주수정평균발행주식수＜당기＞,"40,000,000","40,000,000","40,000,000","40,000,000","40,000,000","40,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"6,590","6,742","4,613","3,095","3,150",,2, 
  자본총계(지배)＜당기＞,"2,635.9","2,696.9","1,845.2","1,237.8","1,260.1",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"40,000,000","40,000,000","40,000,000","40,000,000","40,000,000","40,000,000", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,220",220,554,"-1,044",-930,,11, 
  영업활동현금흐름＜당기＞,487.9,88.1,221.6,-417.4,-372.1,, , 
  보통주수정평균발행주식수＜당기＞,"40,000,000","40,000,000","40,000,000","40,000,000","40,000,000","40,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"13,532","14,482","11,006","6,368","14,561",,129, 
  매출액＜당기＞,"5,413.0","5,792.6","4,402.3","2,547.2","5,824.3",, , 
  보통주수정평균발행주식수＜당기＞,"40,000,000","40,000,000","40,000,000","40,000,000","40,000,000","40,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,24.55,17.27,N/A,N/A,97.86,,"3,970.58", 
  보통주수정주가(기말)＜당기＞,"7,580","4,335","3,110","3,880","4,790","4,270", , 
  EPS＜당기＞,309,251,"-2,070","-1,535",49,, , 
펼치기 PBR,1.15,0.64,0.67,1.25,1.52,,21.28, 
  보통주수정주가(기말)＜당기＞,"7,580","4,335","3,110","3,880","4,790","4,270", , 
  BPS＜당기＞,"6,590","6,742","4,613","3,095","3,150",, , 
펼치기 PCR,6.21,19.68,5.61,-3.72,-5.15,,-38.48, 
  보통주수정주가(기말)＜당기＞,"7,580","4,335","3,110","3,880","4,790","4,270", , 
  CPS＜당기＞,"1,220",220,554,"-1,044",-930,, , 
펼치기 PSR,0.56,0.30,0.28,0.61,0.33,,-46.01, 
  보통주수정주가(기말)＜당기＞,"7,580","4,335","3,110","3,880","4,790","4,270", , 
  SPS＜당기＞,"13,532","14,482","11,006","6,368","14,561",, , 
펼치기 EV/EBITDA,6.98,5.22,-8.92,-4.87,25.17,,616.98, 
  EV＜당기＞,"3,537.4","2,149.9","1,516.0","2,409.3","3,238.4",, , 
  EBITDA＜당기＞,506.9,411.6,-169.9,-494.8,128.7,, , 
펼치기 DPS,50,50,0,0,,, , 
  현금DPS,50,50,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.66,1.15,0.00,0.00,,, , 
  현금배당성향(%),16.20,19.91,0.00,0.00,,, , 
