항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,133,164,61,113,112,,-0, 
  당기순이익(지배)＜당기＞,94.4,116.4,43.0,80.2,79.8,, , 
  보통주수정평균발행주식수＜당기＞,"71,047,521","71,047,521","71,047,521","71,047,521","71,047,521","71,047,521", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,806,949,986,"1,077","1,175",,9, 
  자본총계(지배)＜당기＞,566.6,666.4,694.6,752.7,826.1,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"70,322,521","70,247,521","70,447,521","69,880,108","70,291,828","70,291,828", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,123,139,-85,168,101,,-40, 
  영업활동현금흐름＜당기＞,87.7,98.7,-60.5,119.2,71.8,, , 
  보통주수정평균발행주식수＜당기＞,"71,047,521","71,047,521","71,047,521","71,047,521","71,047,521","71,047,521", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,035","2,375","2,053","2,427","2,724",,12, 
  매출액＜당기＞,"1,445.6","1,687.2","1,458.9","1,724.4","1,935.2",, , 
  보통주수정평균발행주식수＜당기＞,"71,047,521","71,047,521","71,047,521","71,047,521","71,047,521","71,047,521", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,10.50,7.97,30.66,16.62,18.84,,13.33, 
  보통주수정주가(기말)＜당기＞,"1,395","1,305","1,855","1,875","2,115","2,240", , 
  EPS＜당기＞,133,164,61,113,112,, , 
펼치기 PBR,1.73,1.38,1.88,1.74,1.80,,3.38, 
  보통주수정주가(기말)＜당기＞,"1,395","1,305","1,855","1,875","2,115","2,240", , 
  BPS＜당기＞,806,949,986,"1,077","1,175",, , 
펼치기 PCR,11.30,9.39,-21.77,11.17,20.94,,87.41, 
  보통주수정주가(기말)＜당기＞,"1,395","1,305","1,855","1,875","2,115","2,240", , 
  CPS＜당기＞,123,139,-85,168,101,, , 
펼치기 PSR,0.69,0.55,0.90,0.77,0.78,,0.52, 
  보통주수정주가(기말)＜당기＞,"1,395","1,305","1,855","1,875","2,115","2,240", , 
  SPS＜당기＞,"2,035","2,375","2,053","2,427","2,724",, , 
펼치기 EV/EBITDA,8.21,5.29,41.59,15.59,11.60,,-25.59, 
  EV＜당기＞,959.6,840.4,"1,217.2","1,185.7","1,274.2",, , 
  EBITDA＜당기＞,116.8,158.8,29.3,76.0,109.8,, , 
펼치기 DPS,20,25,20,20,25,,25, 
  현금DPS,20,25,20,20,25,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.43,1.92,1.08,1.07,1.18,,0.12, 
  현금배당성향(%),14.91,15.09,32.78,17.44,22.03,,4.59, 
