항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"18,964",-145,506,"-4,732",-397,,92, 
  당기순이익(지배)＜당기＞,271.0,-2.1,7.2,-67.6,-5.7,, , 
  보통주수정평균발행주식수＜당기＞,"1,429,220","1,429,220","1,429,220","1,429,220","1,429,220","1,429,220", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"33,032","43,365","35,741","26,586","25,177",,-5, 
  자본총계(지배)＜당기＞,471.4,618.8,510.0,379.4,359.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"1,427,054","1,427,054","1,427,054","1,427,054","1,427,054","1,427,054", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"-1,468","-2,480","4,226","1,697","-3,648",,-315, 
  영업활동현금흐름＜당기＞,-21.0,-35.4,60.4,24.3,-52.1,, , 
  보통주수정평균발행주식수＜당기＞,"1,429,220","1,429,220","1,429,220","1,429,220","1,429,220","1,429,220", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"38,655","39,509","41,724","21,802","20,531",,-6, 
  매출액＜당기＞,552.5,564.7,596.3,311.6,293.4,, , 
  보통주수정평균발행주식수＜당기＞,"1,429,220","1,429,220","1,429,220","1,429,220","1,429,220","1,429,220", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,4.99,N/A,138.47,N/A,N/A,,"-1,038.29", 
  보통주수정주가(기말)＜당기＞,"94,700","79,400","70,000","70,400","67,300","65,500", , 
  EPS＜당기＞,"18,964",-145,506,"-4,732",-397,, , 
펼치기 PBR,2.87,1.83,1.96,2.65,2.67,,0.95, 
  보통주수정주가(기말)＜당기＞,"94,700","79,400","70,000","70,400","67,300","65,500", , 
  BPS＜당기＞,"33,032","43,365","35,741","26,586","25,177",, , 
펼치기 PCR,-64.53,-32.02,16.57,41.48,-18.45,,-144.48, 
  보통주수정주가(기말)＜당기＞,"94,700","79,400","70,000","70,400","67,300","65,500", , 
  CPS＜당기＞,"-1,468","-2,480","4,226","1,697","-3,648",, , 
펼치기 PSR,2.45,2.01,1.68,3.23,3.28,,1.51, 
  보통주수정주가(기말)＜당기＞,"94,700","79,400","70,000","70,400","67,300","65,500", , 
  SPS＜당기＞,"38,655","39,509","41,724","21,802","20,531",, , 
펼치기 EV/EBITDA,193.20,175.19,27.58,-15.38,-13.83,,10.08, 
  EV＜당기＞,"1,166.1","1,137.8","1,092.9","1,087.4",954.2,, , 
  EBITDA＜당기＞,6.0,6.5,39.6,-70.7,-69.0,, , 
펼치기 DPS,"15,300","6,000","5,000","3,000","2,500",,-17, 
  현금DPS,"15,300","6,000","5,000","3,000","2,500",, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,16.16,7.56,7.14,4.26,3.71,,-0.55, 
  현금배당성향(%),80.56,"-4,131.32",648.34,-63.30,-628.13,,-564.82, 
