항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-152,166,-617,337,306,,-9, 
  당기순이익(지배)＜당기＞,-15.2,16.6,-61.7,33.7,30.6,, , 
  보통주수정평균발행주식수＜당기＞,"10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"10,078","10,240","9,376","9,650","10,103",,5, 
  자본총계(지배)＜당기＞,"1,007.8","1,024.0",937.6,965.0,"1,010.3",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-78,338,"1,726","1,880","1,736",,-8, 
  영업활동현금흐름＜당기＞,-7.8,33.8,172.6,188.0,173.6,, , 
  보통주수정평균발행주식수＜당기＞,"10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"23,880","35,040","36,081","38,419","43,927",,14, 
  매출액＜당기＞,"2,388.0","3,504.0","3,608.1","3,841.9","4,392.7",, , 
  보통주수정평균발행주식수＜당기＞,"10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,18.77,N/A,18.06,42.99,,138.07, 
  보통주수정주가(기말)＜당기＞,"4,545","3,115","3,720","6,090","13,150","9,230", , 
  EPS＜당기＞,-152,166,-617,337,306,, , 
펼치기 PBR,0.45,0.30,0.40,0.63,1.30,,106.26, 
  보통주수정주가(기말)＜당기＞,"4,545","3,115","3,720","6,090","13,150","9,230", , 
  BPS＜당기＞,"10,078","10,240","9,376","9,650","10,103",, , 
펼치기 PCR,-58.40,9.23,2.15,3.24,7.58,,133.90, 
  보통주수정주가(기말)＜당기＞,"4,545","3,115","3,720","6,090","13,150","9,230", , 
  CPS＜당기＞,-78,338,"1,726","1,880","1,736",, , 
펼치기 PSR,0.19,0.09,0.10,0.16,0.30,,88.85, 
  보통주수정주가(기말)＜당기＞,"4,545","3,115","3,720","6,090","13,150","9,230", , 
  SPS＜당기＞,"23,880","35,040","36,081","38,419","43,927",, , 
펼치기 EV/EBITDA,14.42,5.56,6.91,4.74,7.47,,57.77, 
  EV＜당기＞,"1,025.1","1,013.2","1,125.8","1,450.2","2,363.8",, , 
  EBITDA＜당기＞,71.1,182.4,162.9,306.2,316.3,, , 
펼치기 DPS,130,130,120,150,180,,20, 
  현금DPS,130,130,120,150,180,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.86,4.17,3.23,2.46,1.37,,-1.09, 
  현금배당성향(%),-85.25,78.35,-19.45,44.48,58.85,,14.37, 
