항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,345",862,155,212,562,,165, 
  당기순이익(지배)＜당기＞,282.4,181.1,32.7,44.6,118.1,, , 
  보통주수정평균발행주식수＜당기＞,"21,000,000","21,000,000","21,000,000","21,000,000","21,000,000","21,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"8,758","9,085","9,099","9,178","9,536",,4, 
  자본총계(지배)＜당기＞,"1,812.9","1,880.6","1,883.5","1,899.8","1,973.9",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"20,700,000","20,700,000","20,700,000","20,700,000","20,700,000","20,700,000", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,969","1,009",-333,"1,557","2,222",,43, 
  영업활동현금흐름＜당기＞,413.4,211.9,-69.9,326.9,466.6,, , 
  보통주수정평균발행주식수＜당기＞,"21,000,000","21,000,000","21,000,000","21,000,000","21,000,000","21,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"17,672","13,479","11,048","12,565","14,785",,18, 
  매출액＜당기＞,"3,711.1","2,830.7","2,320.1","2,638.6","3,104.8",, , 
  보통주수정평균발행주식수＜당기＞,"21,000,000","21,000,000","21,000,000","21,000,000","21,000,000","21,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,16.14,11.33,74.60,56.76,23.29,,-58.97, 
  보통주수정주가(기말)＜당기＞,"21,700","9,770","11,600","12,050","13,100","13,250", , 
  EPS＜당기＞,"1,345",862,155,212,562,, , 
펼치기 PBR,2.48,1.08,1.27,1.31,1.37,,4.63, 
  보통주수정주가(기말)＜당기＞,"21,700","9,770","11,600","12,050","13,100","13,250", , 
  BPS＜당기＞,"8,758","9,085","9,099","9,178","9,536",, , 
펼치기 PCR,11.02,9.68,-34.83,7.74,5.90,,-23.84, 
  보통주수정주가(기말)＜당기＞,"21,700","9,770","11,600","12,050","13,100","13,250", , 
  CPS＜당기＞,"1,969","1,009",-333,"1,557","2,222",, , 
펼치기 PSR,1.23,0.72,1.05,0.96,0.89,,-7.61, 
  보통주수정주가(기말)＜당기＞,"21,700","9,770","11,600","12,050","13,100","13,250", , 
  SPS＜당기＞,"17,672","13,479","11,048","12,565","14,785",, , 
펼치기 EV/EBITDA,10.88,7.48,18.86,20.89,13.04,,-37.60, 
  EV＜당기＞,"4,883.3","2,737.6","3,745.1","3,759.5","3,684.7",, , 
  EBITDA＜당기＞,449.0,366.0,198.6,179.9,282.7,, , 
펼치기 DPS,400,300,150,150,300,,100, 
  현금DPS,400,300,150,150,300,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.84,3.07,1.29,1.24,2.29,,1.05, 
  현금배당성향(%),29.32,34.30,95.09,69.65,52.57,,-17.07, 
