항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"132,786","60,108","126,504","72,005","67,409","134,905",-6,100
  당기순이익(지배)＜당기＞,"2,446.0","1,107.2","2,330.3","1,326.4","1,241.7","2,485.0", , 
  보통주수정평균발행주식수＜당기＞,"1,842,040","1,842,040","1,842,040","1,842,040","1,842,040","1,842,040", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,724,178","1,768,014","1,893,161","1,930,799","2,011,831","2,150,414",4,7
  자본총계(지배)＜당기＞,"29,658.2","30,412.2","32,564.9","33,212.3","34,606.2","36,990.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"1,720,134","1,720,134","1,720,134","1,720,134","1,720,134",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"99,775","64,618","112,326","137,353","20,672","252,980",-85,"1,124"
  영업활동현금흐름＜당기＞,"1,837.9","1,190.3","2,069.1","2,530.1",380.8,"2,905.0", , 
  보통주수정평균발행주식수＜당기＞,"1,842,040","1,842,040","1,842,040","1,842,040","1,842,040","1,842,040", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,022,136","1,613,120","1,674,303","1,728,210","1,944,624","2,405,214",13,24
  매출액＜당기＞,"37,248.5","29,714.3","30,841.3","31,834.3","35,820.7","44,305.0", , 
  보통주수정평균발행주식수＜당기＞,"1,842,040","1,842,040","1,842,040","1,842,040","1,842,040","1,842,040", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,8.09,12.39,5.10,7.47,9.72,4.85,30.05,-50.11
  보통주수정주가(기말)＜당기＞,"1,074,000","745,000","645,000","538,000","655,000","654,000", , 
  EPS＜당기＞,"132,786","60,108","126,504","72,005","67,409","134,905", , 
펼치기 PBR,0.62,0.42,0.34,0.28,0.33,0.30,16.84,-6.59
  보통주수정주가(기말)＜당기＞,"1,074,000","745,000","645,000","538,000","655,000","654,000", , 
  BPS＜당기＞,"1,724,178","1,768,014","1,893,161","1,930,799","2,011,831","2,150,414", , 
펼치기 PCR,10.76,11.53,5.74,3.92,31.69,2.59,708.93,-91.84
  보통주수정주가(기말)＜당기＞,"1,074,000","745,000","645,000","538,000","655,000","654,000", , 
  CPS＜당기＞,"99,775","64,618","112,326","137,353","20,672","252,980", , 
펼치기 PSR,0.53,0.46,0.39,0.31,0.34,0.27,8.20,-19.27
  보통주수정주가(기말)＜당기＞,"1,074,000","745,000","645,000","538,000","655,000","654,000", , 
  SPS＜당기＞,"2,022,136","1,613,120","1,674,303","1,728,210","1,944,624","2,405,214", , 
펼치기 EV/EBITDA,6.28,18.56,3.54,3.34,12.65,3.40,278.90,-73.10
  EV＜당기＞,"19,479.2","12,047.6","8,993.1","6,317.2","9,800.5","9,861.9", , 
  EBITDA＜당기＞,"3,100.8",649.0,"2,542.1","1,891.8",774.6,"2,897.5", , 
펼치기 DPS,"10,000","10,000","10,000","10,000","10,000",,0, 
  현금DPS,"10,000","10,000","10,000","10,000","10,000",, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.93,1.34,1.55,1.86,1.53,1.53,-0.33,0.00
  현금배당성향(%),7.03,15.54,7.38,12.97,13.85,7.41,0.88,-6.44
