항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"15,370","33,318","16,958","12,201","18,356",,50, 
  당기순이익(지배)＜당기＞,204.1,442.5,225.2,162.0,243.8,, , 
  보통주수정평균발행주식수＜당기＞,"1,328,000","1,328,000","1,328,000","1,328,000","1,328,000","1,328,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"417,377","443,749","474,854","540,554","660,594",,22, 
  자본총계(지배)＜당기＞,"4,688.4","4,984.7","5,334.1","6,072.1","7,420.5",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"1,123,305","1,123,305","1,123,305","1,123,305","1,123,305",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"4,157","2,777","6,913","9,970","-2,399",,-124, 
  영업활동현금흐름＜당기＞,55.2,36.9,91.8,132.4,-31.9,, , 
  보통주수정평균발행주식수＜당기＞,"1,328,000","1,328,000","1,328,000","1,328,000","1,328,000","1,328,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"83,463","81,070","86,021","65,432","88,364",,35, 
  매출액＜당기＞,"1,108.4","1,076.6","1,142.4",868.9,"1,173.5",, , 
  보통주수정평균발행주식수＜당기＞,"1,328,000","1,328,000","1,328,000","1,328,000","1,328,000","1,328,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,7.45,3.17,5.28,8.36,6.76,,-19.19, 
  보통주수정주가(기말)＜당기＞,"114,500","105,500","89,500","102,000","124,000","124,000", , 
  EPS＜당기＞,"15,370","33,318","16,958","12,201","18,356",, , 
펼치기 PBR,0.27,0.24,0.19,0.19,0.19,,-0.52, 
  보통주수정주가(기말)＜당기＞,"114,500","105,500","89,500","102,000","124,000","124,000", , 
  BPS＜당기＞,"417,377","443,749","474,854","540,554","660,594",, , 
펼치기 PCR,27.55,37.98,12.95,10.23,-51.68,,-605.11, 
  보통주수정주가(기말)＜당기＞,"114,500","105,500","89,500","102,000","124,000","124,000", , 
  CPS＜당기＞,"4,157","2,777","6,913","9,970","-2,399",, , 
펼치기 PSR,1.37,1.30,1.04,1.56,1.40,,-9.98, 
  보통주수정주가(기말)＜당기＞,"114,500","105,500","89,500","102,000","124,000","124,000", , 
  SPS＜당기＞,"83,463","81,070","86,021","65,432","88,364",, , 
펼치기 EV/EBITDA,15.46,25.37,12.67,28.02,34.69,,23.82, 
  EV＜당기＞,"1,791.7","1,590.8","1,292.5",998.3,"1,278.5",, , 
  EBITDA＜당기＞,115.9,62.7,102.0,35.6,36.9,, , 
펼치기 DPS,825,750,410,410,750,,83, 
  현금DPS,825,750,410,410,750,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.72,0.71,0.46,0.40,0.60,,0.20, 
  현금배당성향(%),4.54,1.90,2.05,2.84,3.46,,0.61, 
