항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"2,045","1,390","1,564","-1,289",-49,"1,116",96,"2,360"
  당기순이익(지배)＜당기＞,"4,376.1","2,973.3","3,346.6","-2,758.6",-105.7,"2,388.0", , 
  보통주수정평균발행주식수＜당기＞,"213,940,500","213,940,500","213,940,500","213,940,500","213,940,500","213,940,500", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"17,269","17,691","18,337","16,016","16,044","16,949",0,6
  자본총계(지배)＜당기＞,"35,011.0","35,867.4","37,177.0","32,469.9","32,527.7","34,362.9", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"202,738,998","202,738,998","202,738,998","202,738,998","202,738,998",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"2,164","1,701","1,906","-3,065",986,"1,519",132,54
  영업활동현금흐름＜당기＞,"4,630.5","3,639.2","4,078.7","-6,556.8","2,108.7","4,217.8", , 
  보통주수정평균발행주식수＜당기＞,"213,940,500","213,940,500","213,940,500","213,940,500","213,940,500","213,940,500", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"7,235","6,722","7,105","2,237","3,685","6,282",65,70
  매출액＜당기＞,"15,477.7","14,380.6","15,200.8","4,785.8","7,884.3","13,438.9", , 
  보통주수정평균발행주식수＜당기＞,"213,940,500","213,940,500","213,940,500","213,940,500","213,940,500","213,940,500", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,17.01,23.03,18.92,N/A,N/A,25.00,"-2,571.56",105.13
  보통주수정주가(기말)＜당기＞,"34,800","32,000","29,600","23,500","24,050","27,900", , 
  EPS＜당기＞,"2,045","1,390","1,564","-1,289",-49,"1,116", , 
펼치기 PBR,2.02,1.81,1.61,1.47,1.50,1.65,2.16,9.81
  보통주수정주가(기말)＜당기＞,"34,800","32,000","29,600","23,500","24,050","27,900", , 
  BPS＜당기＞,"17,269","17,691","18,337","16,016","16,044","16,949", , 
펼치기 PCR,16.08,18.81,15.53,-7.67,24.40,18.37,418.21,-24.71
  보통주수정주가(기말)＜당기＞,"34,800","32,000","29,600","23,500","24,050","27,900", , 
  CPS＜당기＞,"2,164","1,701","1,906","-3,065",986,"1,519", , 
펼치기 PSR,4.81,4.76,4.17,10.51,6.53,4.44,-37.88,-31.94
  보통주수정주가(기말)＜당기＞,"34,800","32,000","29,600","23,500","24,050","27,900", , 
  SPS＜당기＞,"7,235","6,722","7,105","2,237","3,685","6,282", , 
펼치기 EV/EBITDA,8.83,10.36,7.97,-10.25,134.09,11.25,"1,408.71",-91.61
  EV＜당기＞,"53,404.6","51,462.5","45,732.5","36,298.9","35,779.6","43,173.4", , 
  EBITDA＜당기＞,"6,051.3","4,967.9","5,734.8","-3,542.8",266.8,"3,839.2", , 
펼치기 DPS,990,900,900,0,,, , 
  현금DPS,990,900,900,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.84,2.81,3.04,0.00,,2.33, , 
  현금배당성향(%),45.86,61.37,54.52,0.00,,58.23, , 
