항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,127","1,162",869,545,574,,5, 
  당기순이익(지배)＜당기＞,251.4,274.5,279.3,175.2,184.5,, , 
  보통주수정평균발행주식수＜당기＞,"22,317,976","23,623,876","32,128,774","32,128,774","32,128,774",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"18,138","14,722","15,491","15,856","16,059",,1, 
  자본총계(지배)＜당기＞,"4,048.0","4,729.9","4,977.0","5,094.4","5,159.5",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"22,317,976","32,128,774","32,128,774","32,128,774","32,128,774",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"1,030",-702,-273,"-2,530","4,853",,292, 
  영업활동현금흐름＜당기＞,229.8,-165.9,-87.8,-813.0,"1,559.3",, , 
  보통주수정평균발행주식수＜당기＞,"22,317,976","23,623,876","32,128,774","32,128,774","32,128,774",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"9,349","9,505","7,483","6,685","6,367",,-5, 
  매출액＜당기＞,"2,086.6","2,245.4","2,404.4","2,147.8","2,045.8",, , 
  보통주수정평균발행주식수＜당기＞,"22,317,976","23,623,876","32,128,774","32,128,774","32,128,774",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,6.30,4.01,4.66,6.07,10.68,,75.91, 
  보통주수정주가(기말)＜당기＞,"7,094","4,655","4,055","3,310","6,130","6,070", , 
  EPS＜당기＞,"1,127","1,162",869,545,574,, , 
펼치기 PBR,0.39,0.32,0.26,0.21,0.38,,82.86, 
  보통주수정주가(기말)＜당기＞,"7,094","4,655","4,055","3,310","6,130","6,070", , 
  BPS＜당기＞,"18,138","14,722","15,491","15,856","16,059",, , 
펼치기 PCR,6.89,-6.63,-14.85,-1.31,1.26,,196.55, 
  보통주수정주가(기말)＜당기＞,"7,094","4,655","4,055","3,310","6,130","6,070", , 
  CPS＜당기＞,"1,030",-702,-273,"-2,530","4,853",, , 
펼치기 PSR,0.76,0.49,0.54,0.50,0.96,,94.43, 
  보통주수정주가(기말)＜당기＞,"7,094","4,655","4,055","3,310","6,130","6,070", , 
  SPS＜당기＞,"9,349","9,505","7,483","6,685","6,367",, , 
펼치기 EV/EBITDA,10.65,10.98,8.86,16.93,18.86,,11.36, 
  EV＜당기＞,"4,240.1","4,678.4","4,151.1","5,235.3","6,585.7",, , 
  EBITDA＜당기＞,398.2,426.1,468.5,309.1,349.2,, , 
펼치기 DPS,99,100,100,100,100,,0, 
  현금DPS,99,100,100,100,100,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,1.40,2.15,2.47,3.02,1.63,,-1.39, 
  현금배당성향(%),8.80,11.71,11.50,18.34,17.42,,-0.92, 
