항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-197,799,"1,647","1,497",741,,-50, 
  당기순이익(지배)＜당기＞,-8.8,35.7,73.5,66.8,33.1,, , 
  보통주수정평균발행주식수＜당기＞,"4,463,032","4,463,032","4,463,032","4,463,032","4,463,032","4,463,032", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"5,142","5,820","7,143","8,242","8,231",,-0, 
  자본총계(지배)＜당기＞,229.5,259.8,318.8,366.5,358.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"4,463,032","4,463,031","4,463,031","4,446,724","4,349,526","4,349,526", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"-10,763","2,714",-903,"11,048","-5,544",,-150, 
  영업활동현금흐름＜당기＞,-480.4,121.1,-40.3,493.1,-247.4,, , 
  보통주수정평균발행주식수＜당기＞,"4,463,032","4,463,032","4,463,032","4,463,032","4,463,032","4,463,032", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,114,"5,101","13,639","11,987","1,638",,-86, 
  매출액＜당기＞,5.1,227.7,608.7,535.0,73.1,, , 
  보통주수정평균발행주식수＜당기＞,"4,463,032","4,463,032","4,463,032","4,463,032","4,463,032","4,463,032", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,5.14,3.39,4.34,11.92,,175.01, 
  보통주수정주가(기말)＜당기＞,"4,056","4,106","5,584","6,489","8,840","7,350", , 
  EPS＜당기＞,-197,799,"1,647","1,497",741,, , 
펼치기 PBR,0.79,0.71,0.78,0.79,1.07,,36.41, 
  보통주수정주가(기말)＜당기＞,"4,056","4,106","5,584","6,489","8,840","7,350", , 
  BPS＜당기＞,"5,142","5,820","7,143","8,242","8,231",, , 
펼치기 PCR,-0.38,1.51,-6.18,0.59,-1.59,,-371.50, 
  보통주수정주가(기말)＜당기＞,"4,056","4,106","5,584","6,489","8,840","7,350", , 
  CPS＜당기＞,"-10,763","2,714",-903,"11,048","-5,544",, , 
펼치기 PSR,35.56,0.80,0.41,0.54,5.40,,897.07, 
  보통주수정주가(기말)＜당기＞,"4,056","4,106","5,584","6,489","8,840","7,350", , 
  SPS＜당기＞,114,"5,101","13,639","11,987","1,638",, , 
펼치기 EV/EBITDA,-44.16,71.63,5.01,0.88,10.30,,"1,066.05", 
  EV＜당기＞,541.3,418.5,560.6,77.1,518.5,, , 
  EBITDA＜당기＞,-12.3,5.8,111.9,87.3,50.3,, , 
펼치기 DPS,134,262,483,"1,113",520,,-53, 
  현금DPS,81,262,353,637,236,, , 
  주식DPS,53,0,131,476,283,, , 
  현금배당수익률,2.00,6.38,6.31,9.82,2.67,,-7.15, 
  현금배당성향(%),-41.36,32.77,21.39,42.57,30.93,,-11.64, 
