항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-78,-195,-93,26,93,,255, 
  당기순이익(지배)＜당기＞,-46.0,-98.7,-80.6,25.1,89.7,, , 
  보통주수정평균발행주식수＜당기＞,"59,162,916","50,693,589","86,527,770","96,108,437","96,855,938","106,450,422", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,853","2,027","1,622","1,838","2,041",,11, 
  자본총계(지배)＜당기＞,"1,387.1",985.7,"1,525.3","1,728.7","1,947.7",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"48,620,312","48,620,310","94,035,158","94,035,158","95,432,536","106,263,841", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"-1,915","2,941",172,306,-875,,-386, 
  영업활동현금흐름＜당기＞,"-1,133.0","1,491.1",149.2,294.0,-847.4,, , 
  보통주수정평균발행주식수＜당기＞,"59,162,916","50,693,589","86,527,770","96,108,437","96,855,938","106,450,422", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,768,677,395,379,498,,31, 
  매출액＜당기＞,454.1,343.2,341.6,364.5,482.0,, , 
  보통주수정평균발행주식수＜당기＞,"59,162,916","50,693,589","86,527,770","96,108,437","96,855,938","106,450,422", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,40.66,12.58,,-69.06, 
  보통주수정주가(기말)＜당기＞,"1,145","1,820","1,330","1,060","1,165","1,120", , 
  EPS＜당기＞,-78,-195,-93,26,93,, , 
펼치기 PBR,0.40,0.90,0.82,0.58,0.57,,-1.00, 
  보통주수정주가(기말)＜당기＞,"1,145","1,820","1,330","1,060","1,165","1,120", , 
  BPS＜당기＞,"2,853","2,027","1,622","1,838","2,041",, , 
펼치기 PCR,-0.60,0.62,7.71,3.46,-1.33,,-138.43, 
  보통주수정주가(기말)＜당기＞,"1,145","1,820","1,330","1,060","1,165","1,120", , 
  CPS＜당기＞,"-1,915","2,941",172,306,-875,, , 
펼치기 PSR,1.49,2.69,3.37,2.79,2.34,,-16.24, 
  보통주수정주가(기말)＜당기＞,"1,145","1,820","1,330","1,060","1,165","1,120", , 
  SPS＜당기＞,768,677,395,379,498,, , 
펼치기 EV/EBITDA,-20.57,-17.62,-83.44,35.10,14.16,,-59.64, 
  EV＜당기＞,"1,698.1","1,793.2","2,420.6","2,120.7","2,369.1",, , 
  EBITDA＜당기＞,-82.6,-101.8,-29.0,60.4,167.3,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
