항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,,295,240,537,"4,828","5,832",798,21
  당기순이익(지배)＜당기＞,,89.3,146.8,328.9,"3,551.4","4,474.0", , 
  보통주수정평균발행주식수＜당기＞,,"30,318,900","61,200,000","61,200,000","73,565,753","76,717,223", , 
  우선주수정평균발행주식수＜당기＞,,0,0,0,0,0, , 
펼치기 BPS,,"3,582","3,803","4,310","20,932","24,974",386,19
  자본총계(지배)＜당기＞,,"2,192.5","2,327.3","2,637.9","16,013.1","19,176.3", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,0,"61,200,000","61,200,000","61,200,000","76,500,000","76,784,046", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,,492,588,"1,964","7,294","6,111",271,-16
  영업활동현금흐름＜당기＞,,149.0,359.7,"1,202.2","5,365.9","4,659.4", , 
  보통주수정평균발행주식수＜당기＞,,"30,318,900","61,200,000","61,200,000","73,565,753","76,717,223", , 
  우선주수정평균발행주식수＜당기＞,,0,0,0,0,0, , 
펼치기 SPS,,"3,279","3,006","3,686","12,628","15,445",243,22
  매출액＜당기＞,,994.0,"1,839.4","2,256.1","9,290.0","11,849.1", , 
  보통주수정평균발행주식수＜당기＞,,"30,318,900","61,200,000","61,200,000","73,565,753","76,717,223", , 
  우선주수정평균발행주식수＜당기＞,,0,0,0,0,0, , 
펼치기 PER,,,,,46.61,21.01, ,-54.93
  보통주수정주가(기말)＜당기＞,,,,,"225,000","122,500", , 
  EPS＜당기＞,,295,240,537,"4,828","5,832", , 
펼치기 PBR,,0.00,0.00,0.00,10.75,4.91, ,-54.37
  보통주수정주가(기말)＜당기＞,,,,,"225,000","122,500", , 
  BPS＜당기＞,,"3,582","3,803","4,310","20,932","24,974", , 
펼치기 PCR,,,,,30.85,20.05, ,-35.01
  보통주수정주가(기말)＜당기＞,,,,,"225,000","122,500", , 
  CPS＜당기＞,,492,588,"1,964","7,294","6,111", , 
펼치기 PSR,,,,,17.82,7.93, ,-55.49
  보통주수정주가(기말)＜당기＞,,,,,"225,000","122,500", , 
  SPS＜당기＞,,"3,279","3,006","3,686","12,628","15,445", , 
펼치기 EV/EBITDA,,,,,31.79,13.11, ,-58.75
  EV＜당기＞,,,,,"156,730.7","76,417.7", , 
  EBITDA＜당기＞,,330.3,373.4,542.4,"4,930.0","5,827.9", , 
펼치기 DPS,,0,0,0,0,, , 
  현금DPS,,0,0,0,0,, , 
  주식DPS,,0,0,0,0,, , 
  현금배당수익률,,,,,0.00,0.00, ,0.00
  현금배당성향(%),,0.00,0.00,0.00,,, , 
