항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,35,126,20,170,129,,-24, 
  당기순이익(지배)＜당기＞,10.4,37.9,6.1,58.4,45.0,, , 
  보통주수정평균발행주식수＜당기＞,"29,918,675","29,976,480","31,385,433","34,441,161","34,845,011","34,845,011", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"1,278","1,405","1,598","1,832","1,956",,7, 
  자본총계(지배)＜당기＞,383.0,421.2,538.8,638.3,681.7,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"29,976,478","29,976,478","33,725,243","34,845,009","34,845,009","34,845,009", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,40,34,170,103,70,,-32, 
  영업활동현금흐름＜당기＞,12.0,10.2,53.6,35.5,24.5,, , 
  보통주수정평균발행주식수＜당기＞,"29,918,675","29,976,480","31,385,433","34,441,161","34,845,011","34,845,011", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,625,623,815,477,471,,-1, 
  매출액＜당기＞,186.9,186.8,256.2,164.2,164.1,, , 
  보통주수정평균발행주식수＜당기＞,"29,918,675","29,976,480","31,385,433","34,441,161","34,845,011","34,845,011", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,81.77,18.36,196.86,30.03,36.06,,20.07, 
  보통주수정주가(기말)＜당기＞,"2,830","2,320","3,850","5,090","4,660","3,165", , 
  EPS＜당기＞,35,126,20,170,129,, , 
펼치기 PBR,2.22,1.65,2.41,2.78,2.38,,-14.28, 
  보통주수정주가(기말)＜당기＞,"2,830","2,320","3,850","5,090","4,660","3,165", , 
  BPS＜당기＞,"1,278","1,405","1,598","1,832","1,956",, , 
펼치기 PCR,70.56,68.39,22.59,49.34,66.37,,34.52, 
  보통주수정주가(기말)＜당기＞,"2,830","2,320","3,850","5,090","4,660","3,165", , 
  CPS＜당기＞,40,34,170,103,70,, , 
펼치기 PSR,4.53,3.72,4.72,10.67,9.90,,-7.29, 
  보통주수정주가(기말)＜당기＞,"2,830","2,320","3,850","5,090","4,660","3,165", , 
  SPS＜당기＞,625,623,815,477,471,, , 
펼치기 EV/EBITDA,40.79,55.81,25.60,74.60,46.76,,-37.31, 
  EV＜당기＞,726.4,584.3,"1,241.3","1,352.5","1,083.2",, , 
  EBITDA＜당기＞,17.8,10.5,48.5,18.1,23.2,, , 
펼치기 DPS,0,0,0,,,, , 
  현금DPS,0,0,0,,,, , 
  주식DPS,0,0,0,,,, , 
  현금배당수익률,0.00,0.00,0.00,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
