마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,1778.08,1677.98,1641.02,1571.35
매출,1778.08,1677.98,1641.02,1571.35
기타 매출 총계,-,-,-,-
총매출원가,726.9,692.77,667.86,642.22
총 이익,1051.18,985.21,973.16,929.12
총 영업비용,1327.26,1254.8,1210.82,1175.88
판매/일반/관리 비용 총계,52.88,46.86,46.12,34.79
연구 및 개발,-,-,-,-
감가상각/무형자산상각,533.43,510.84,496.84,489.76
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),14.05,4.33,-,9.11
기타 영업비용 총계,-,-,-,-
영업 이익,450.82,423.19,430.2,395.47
영업외이자수익(비용) 순계,-120.57,-160.24,-161.96,-176.17
자산처분이익(손실),221.24,1.03,93.03,4.49
기타비용 순계,11.64,1.86,7.39,8.01
세전당기순이익,563.13,265.84,368.66,231.8
소득세충당금,13.64,3.33,3.7,2.61
세후당기순이익,549.49,262.51,364.96,229.19
소액주주지분,-16.91,-9.05,-12.81,-8.12
관계회사 주식,1.21,1.5,1.65,1.83
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,533.79,254.96,353.81,222.9
특별손익항목 총계,-,-,-,-
순이익,533.79,254.96,353.81,222.9
당기순이익에 대한 조정 총계,-4.23,-4.03,-4.21,-3.98
특별손익항목 제외 보통주주 분배 가능 이익,529.56,250.94,349.6,218.92
희석화에 따른 조정,0.54,0.34,0.52,0.29
희석 당기순이익,530.1,251.27,350.12,219.21
희석된 가중 평균 주식,115.04,114.5,118.2,113.84
특별손익항목 제외 희석주당순이익,4.61,2.19,2.96,1.93
주당배당금 - 발행 보통주,4.1,4,3.84,3.69
희석 정상주당순이익,2.85,2.22,2.18,1.97
