마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,9524,9361,8899,8176
매출,9524,9361,8899,8176
기타 매출 총계,-,-,-,-
총매출원가,8156,7691,7368,6385
총 이익,1368,1670,1531,1791
총 영업비용,9011,8562,8163,7225
판매/일반/관리 비용 총계,864,873,765,846
연구 및 개발,34,31,23,25
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-41,-32,-22,-17
특별비용(수익),-2,-,29,-
기타 영업비용 총계,-2,-1,-,-14
영업 이익,513,799,736,951
영업외이자수익(비용) 순계,-89,-114,-70,-58
자산처분이익(손실),-,-,-,-
기타비용 순계,198,125,17,78
세전당기순이익,622,810,683,971
소득세충당금,78,114,134,135
세후당기순이익,544,696,549,836
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,544,696,549,836
특별손익항목 총계,-,-,-,-
순이익,544,696,549,836
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,544,696,549,836
희석화에 따른 조정,-,-,-,-
희석 당기순이익,544,696,549,836
희석된 가중 평균 주식,40.3,40.6,41.4,43.8
특별손익항목 제외 희석주당순이익,13.5,17.14,13.26,19.09
주당배당금 - 발행 보통주,4.6,4.23,3.61,3.02
희석 정상주당순이익,13.46,17.25,13.82,19.09
