마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,80118,68397,44998,43310
매출,80118,68397,44998,43310
기타 매출 총계,-,-,-,-
총매출원가,34572,27614,18521,18354
총 이익,45546,40783,26477,24956
총 영업비용,73226,61761,39276,38001
판매/일반/관리 비용 총계,19164,17663,13519,13161
연구 및 개발,-,-,-,-
감가상각/무형자산상각,16383,14151,6616,6486
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),3107,2333,620,-
기타 영업비용 총계,-,-,-,-
영업 이익,6892,6636,5722,5309
영업외이자수익(비용) 순계,-3342,-2701,-1111,-1338
자산처분이익(손실),-,-,-,-
기타비용 순계,-199,-405,-8,-54
세전당기순이익,3351,3530,4603,3917
소득세충당금,327,786,1135,1029
세후당기순이익,3024,2744,3468,2888
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,3024,2744,3468,2888
특별손익항목 총계,-,320,-,2277
순이익,3024,3064,3468,2888
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,3024,2744,3468,2888
희석화에 따른 조정,-,-,-,-
희석 당기순이익,3024,3064,3468,2888
희석된 가중 평균 주식,1254.77,1154.75,863.43,858.29
특별손익항목 제외 희석주당순이익,2.41,2.38,4.02,3.36
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,4.64,4.26,4.56,3.36
