마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,1024.2,842.5,824.1,740.7
매출,1024.2,842.5,824.1,740.7
기타 매출 총계,-,-,-,-
총매출원가,641.9,501.2,455.9,425.8
총 이익,382.3,341.3,368.2,314.9
총 영업비용,1114.5,862.5,789.8,767.6
판매/일반/관리 비용 총계,417.8,333.5,301.1,261.5
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,35.9,25.1,32.8,80.3
특별비용(수익),-,-,-,-
기타 영업비용 총계,18.9,2.7,-,-2.9
영업 이익,-90.3,-20,34.3,-26.9
영업외이자수익(비용) 순계,-,-,-,-
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,-90.3,-20,34.3,-26.9
소득세충당금,-14.9,-16,-44.4,8.4
세후당기순이익,-75.4,-4,78.7,-35.3
소액주주지분,-,-,-,0.5
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,-75.4,-4,78.7,-34.8
특별손익항목 총계,-,-,-,-25.8
순이익,-75.4,-4,78.7,-60.6
당기순이익에 대한 조정 총계,-,-,-,-7.7
특별손익항목 제외 보통주주 분배 가능 이익,-75.4,-4,78.7,-42.5
희석화에 따른 조정,-,-,-,-
희석 당기순이익,-75.4,-4,78.7,-68.3
희석된 가중 평균 주식,150.4,146.77,148.76,114.05
특별손익항목 제외 희석주당순이익,-0.5,-0.03,0.53,-0.37
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,-0.44,0.12,0.53,-0.37
