마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,9722,9603,10076,9696
매출,9722,9603,10076,9696
기타 매출 총계,-,-,-,-
총매출원가,-,-,-,-
총 영업비용,10876,7333,8133,7398
연료비,3499,3056,3372,3225
운영 및 유지,3198,3080,3111,3015
판매/일반/관리 비용 총계,28,35,-,-
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1216,1285,1248,1158
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),2935,-123,402,-
기타 영업비용 총계,-,-,-,-
영업 이익,-1154,2270,1943,2298
영업외이자수익(비용) 순계,-289,-266,-222,-534
자산처분이익(손실),-,-,-,-
기타비용 순계,283,210,170,37
세전당기순이익,-1089,2301,1950,1855
소득세충당금,-441,396,257,417
세후당기순이익,-648,1905,1693,1438
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,-648,1905,1693,1438
특별손익항목 총계,-,-,-,-
순이익,-648,1905,1693,1438
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,-648,1905,1693,1438
희석화에 따른 조정,-,-,-,-
희석 당기순이익,-648,1905,1693,1438
희석된 가중 평균 주식,504,507,507,507
특별손익항목 제외 희석주당순이익,-1.29,3.76,3.34,2.84
주당배당금 - 발행 보통주,2.04,1.96,1.88,1.8
희석 정상주당순이익,2.5,3.56,4.03,2.84
