마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,6340,5840,5763,5370
매출,6340,5840,5763,5370
기타 매출 총계,-,-,-,-
총매출원가,1993,1969,1986,1844
총 이익,4347,3871,3777,3526
총 영업비용,4484,4072,4206,4093
판매/일반/관리 비용 총계,680,678,614,563
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1644,1608,1572,1527
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),167,179,34,159
기타 영업비용 총계,-,-362,-,-
영업 이익,1856,1768,1557,1277
영업외이자수익(비용) 순계,-656,-687,-677,-637
자산처분이익(손실),-,-,-,-
기타비용 순계,-21,-5,1,1
세전당기순이익,1179,1076,881,641
소득세충당금,21,20,21,19
세후당기순이익,1158,1056,860,622
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1158,1056,860,622
특별손익항목 총계,-62,-,-,-
순이익,1096,1056,860,622
당기순이익에 대한 조정 총계,-,-57,-113,-113
특별손익항목 제외 보통주주 분배 가능 이익,1158,999,747,509
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1096,999,747,509
희석된 가중 평균 주식,434,425,418,415
특별손익항목 제외 희석주당순이익,2.67,2.35,1.79,1.23
주당배당금 - 발행 보통주,5.46,4.93,4.58,4.28
희석 정상주당순이익,3.05,2.76,1.87,1.6
