마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,64388,56587,45349,66501
매출,64388,56587,45349,66501
기타 매출 총계,-,-,-,-
총매출원가,51863,47659,34598,49838
총 이익,12525,8928,10751,16663
총 영업비용,60079,58485,40435,57950
판매/일반/관리 비용 총계,5115,5169,3711,6904
연구 및 개발,2732,2582,2452,2462
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,46,-115
특별비용(수익),792,3960,-,311
기타 영업비용 총계,-423,-885,-326,-1450
영업 이익,4309,-1898,4914,8551
영업외이자수익(비용) 순계,-1322,-1366,-1591,-1038
자산처분이익(손실),-,-,-,-
기타비용 순계,1944,911,829,767
세전당기순이익,4931,-2353,4152,8280
소득세충당금,786,575,421,1882
세후당기순이익,4145,-2928,3731,6398
소액주주지분,-248,-181,-221,-385
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,3897,-3109,3510,6013
특별손익항목 총계,-33,-410,2027,-744
순이익,3864,-3519,5537,5269
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,3897,-3109,3510,6013
희석화에 따른 조정,-,-,-,-
희석 당기순이익,3864,-3519,5537,5269
희석된 가중 평균 주식,1508.5,1357.8,863.9,810.1
특별손익항목 제외 희석주당순이익,2.58,-2.29,4.06,7.42
주당배당금 - 발행 보통주,2,2.16,2.94,2.83
희석 정상주당순이익,3.02,-0.37,4.32,7.72
