마감 기준:,"2021
03/07","2020
27/06","2019
29/06","2018
30/06"
총매출,51297.84,52893.31,60113.92,58727.32
매출,51297.84,52893.31,60113.92,58727.32
기타 매출 총계,-,-,-,-
총매출원가,41941.09,42991.65,48704.93,47641.93
총 이익,9356.75,9901.66,11408.99,11085.39
총 영업비용,49860.6,52199.71,57783.77,56398.35
판매/일반/관리 비용 총계,-,144.48,-,-
연구 및 개발,-,-,-,-
감가상각/무형자산상각,36.98,38.28,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,259.1,-,-
기타 영업비용 총계,7882.53,8766.2,9078.84,8756.42
영업 이익,1437.24,693.61,2330.15,2328.97
영업외이자수익(비용) 순계,-880.14,-408.22,-360.42,-395.48
자산처분이익(손실),-,-,-,-
기타비용 순계,27.62,8,36.11,22.73
세전당기순이익,584.73,293.38,2005.84,1956.22
소득세충당금,60.52,77.91,314.05,593.16
세후당기순이익,524.21,215.47,1691.79,1363.07
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,524.21,215.47,1691.79,1363.07
특별손익항목 총계,-,-,-17.52,67.7
순이익,524.21,215.47,1674.27,1430.77
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,524.21,215.47,1691.79,1363.07
희석화에 따른 조정,-,-,-,-
희석 당기순이익,524.21,215.47,1674.27,1430.77
희석된 가중 평균 주식,513.56,514.03,523.38,529.09
특별손익항목 제외 희석주당순이익,1.02,0.42,3.23,2.58
주당배당금 - 발행 보통주,1.8,1.68,1.5,1.38
희석 정상주당순이익,1.64,2.02,3.81,2.74
