마감 기준:,"2021
25/12","2020
26/12","2019
28/12","2018
29/12"
총매출,4982.8,4186.57,3757.51,3347.44
매출,4982.8,4186.57,3757.51,3347.44
기타 매출 총계,-,-,-,-
총매출원가,2092.34,1705.24,1523.53,1367.72
총 이익,2890.46,2481.34,2233.98,1979.72
총 영업비용,3764.18,3132.33,2811.92,2569.1
판매/일반/관리 비용 총계,831.82,721.41,683.02,633.57
연구 및 개발,840.02,705.68,605.37,567.8
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,1218.62,1054.24,945.59,778.34
영업외이자수익(비용) 순계,-16.69,39.83,36.02,39.53
자산처분이익(손실),-,-,-,-
기타비용 순계,4.87,9.34,5.62,5.37
세전당기순이익,1206.8,1103.41,987.22,823.25
소득세충당금,124.6,111.09,34.74,129.17
세후당기순이익,1082.2,992.32,952.49,694.08
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1082.2,992.32,952.49,694.08
특별손익항목 총계,-,-,-,-
순이익,1082.2,992.32,952.49,694.08
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1082.2,992.32,952.49,694.08
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1082.2,992.32,952.49,694.08
희석된 가중 평균 주식,193.04,191.9,190.9,189.73
특별손익항목 제외 희석주당순이익,5.61,5.17,4.99,3.66
주당배당금 - 발행 보통주,2.62,2.4,2.24,2.1
희석 정상주당순이익,5.61,5.17,4.99,3.66
