마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,4742.11,4605.97,5121.31,4700.5
매출,4742.11,4605.97,5121.31,4700.5
기타 매출 총계,-,-,-,-
총매출원가,2743.82,2566.15,2657.08,2433.02
총 이익,1998.3,2039.82,2464.22,2267.48
총 영업비용,4088.84,4112.08,4027.25,3754.43
판매/일반/관리 비용 총계,156.64,246.3,170.41,126.38
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1045.67,1046.64,1034.87,950.46
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),100.98,182.66,112.29,131.68
기타 영업비용 총계,41.74,70.33,52.61,112.9
영업 이익,653.27,493.88,1094.05,946.07
영업외이자수익(비용) 순계,-482.52,-525.44,-551.16,-522.58
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,170.75,-31.55,542.89,423.49
소득세충당금,8.71,9.97,2.96,8.67
세후당기순이익,162.04,-41.52,539.93,414.82
소액주주지분,-38.34,-60.01,-97.98,-24.8
관계회사 주식,-22.93,-8.08,42.43,-0.64
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,100.76,-109.61,484.39,389.38
특별손익항목 총계,235.38,1088.45,748.04,415.57
순이익,336.14,978.84,1232.43,804.95
당기순이익에 대한 조정 총계,-,-,-,-46.7
특별손익항목 제외 보통주주 분배 가능 이익,100.76,-109.61,484.39,342.68
희석화에 따른 조정,-,-,-,-
희석 당기순이익,336.14,978.84,1232.43,758.25
희석된 가중 평균 주식,426.84,415.45,403.81,375.25
특별손익항목 제외 희석주당순이익,0.24,-0.26,1.2,0.91
주당배당금 - 발행 보통주,2.44,2.7,3.48,3.48
희석 정상주당순이익,0.46,0.02,1.48,1.26
