마감 기준:,"2021
30/04","2020
30/04","2019
30/04","2018
30/04"
총매출,3461,3363,3324,3248
매출,3461,3363,3324,3248
기타 매출 총계,-,-,-,-
총매출원가,1367,1236,1158,1046
총 이익,2094,2127,2166,2202
총 영업비용,2295,2272,2180,2200
판매/일반/관리 비용 총계,1070,1025,1037,1170
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,14,6,9
특별비용(수익),-127,13,-,-
기타 영업비용 총계,-15,-16,-21,-25
영업 이익,1166,1091,1144,1048
영업외이자수익(비용) 순계,-79,-77,-80,-62
자산처분이익(손실),-,-,-,-
기타비용 순계,-6,-5,-22,-9
세전당기순이익,1081,1009,1042,977
소득세충당금,178,182,326,217
세후당기순이익,903,827,716,760
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,903,827,716,760
특별손익항목 총계,-,-,119,-43
순이익,903,827,835,717
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,903,827,716,760
희석화에 따른 조정,-,-,-,-
희석 당기순이익,903,827,835,717
희석된 가중 평균 주식,480.68,480.41,482.07,484.25
특별손익항목 제외 희석주당순이익,1.88,1.72,1.49,1.57
주당배당금 - 발행 보통주,0.71,0.68,0.65,0.61
희석 정상주당순이익,1.66,1.74,1.49,1.57
