마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,12642.12,11558.9,11378.26,10772.28
매출,12642.12,11558.9,11378.26,10772.28
기타 매출 총계,-,-,-,-
총매출원가,-,-,-,-
총 이익,-,-,-,-
총 영업비용,11296.02,10200.54,10162.35,9597.02
판매/일반/관리 비용 총계,7709.94,7017.29,6948.05,6529.28
연구 및 개발,-,-,-,-
감가상각/무형자산상각,533.21,510.49,490.39,453.05
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),17,-,-,-
기타 영업비용 총계,3035.87,2672.76,2723.91,2614.69
영업 이익,1346.09,1358.35,1215.91,1175.26
영업외이자수익(비용) 순계,-83.67,-106.28,-162.73,-154.96
자산처분이익(손실),-,-,-,-
기타비용 순계,30.89,0.01,13.16,14.22
세전당기순이익,1293.31,1252.08,1066.34,1034.53
소득세충당금,305.68,299.29,238.79,242.64
세후당기순이익,987.63,952.79,827.54,791.88
소액주주지분,3.96,-8.84,-12.69,-18.18
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,991.59,943.95,814.85,773.71
특별손익항목 총계,-,-,-,6
순이익,991.59,943.95,814.85,779.71
당기순이익에 대한 조정 총계,-2.06,-2.98,-2.03,-1.09
특별손익항목 제외 보통주주 분배 가능 이익,989.53,940.97,812.83,772.61
희석화에 따른 조정,-,-,-,-
희석 당기순이익,989.53,940.97,812.83,778.61
희석된 가중 평균 주식,83.69,85.59,89.04,93.75
특별손익항목 제외 희석주당순이익,11.82,10.99,9.13,8.24
주당배당금 - 발행 보통주,-,0.2,0.6,0.4
희석 정상주당순이익,11.98,10.99,9.13,8.24
