마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,6394,5794,5910,6291
매출,6394,5794,5910,6291
기타 매출 총계,-,-,-,-
총매출원가,1048,785,887,955
총 영업비용,5061,4494,4643,4934
연료비,581,490,535,769
운영 및 유지,1774,1661,1745,1772
판매/일반/관리 비용 총계,-,-,-,-
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1146,1075,995,955
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,-,-
기타 영업비용 총계,512,483,481,483
영업 이익,1333,1300,1267,1357
영업외이자수익(비용) 순계,-356,-390,-348,-368
자산처분이익(손실),-,-,-,-
기타비용 순계,132,90,69,33
세전당기순이익,1152,1032,1016,1058
소득세충당금,157,155,182,237
세후당기순이익,995,877,834,821
소액주주지분,-5,-6,-6,-6
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,990,871,828,815
특별손익항목 총계,-,-,-,-
순이익,990,871,828,815
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,990,871,828,815
희석화에 따른 조정,-,-,-,-
희석 당기순이익,990,871,828,815
희석된 가중 평균 주식,257.6,248.7,247.1,245.8
특별손익항목 제외 희석주당순이익,3.84,3.5,3.35,3.32
주당배당금 - 발행 보통주,2.2,1.5,1.92,1.85
희석 정상주당순이익,3.84,3.5,3.35,3.32
