마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,111476,64129,107443,111269
매출,111476,64129,107443,111269
기타 매출 총계,-,-,-,-
총매출원가,102102,57707,95690,97994
총 이익,9374,6422,11753,13275
총 영업비용,112530,69947,105079,106363
판매/일반/관리 비용 총계,2154,2008,2090,2102
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1605,1395,1341,1356
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),1498,4252,861,8
기타 영업비용 총계,5171,4585,5097,4903
영업 이익,-1054,-5818,2364,4906
영업외이자수익(비용) 순계,2698,694,1751,2489
자산처분이익(손실),18,108,20,19
기타비용 순계,78,52,43,31
세전당기순이익,1740,-4964,4178,7445
소득세충당금,146,-1250,759,1536
세후당기순이익,1594,-3714,3419,5909
소액주주지분,-277,-261,-301,-278
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1317,-3975,3118,5631
특별손익항목 총계,-,-,-42,-36
순이익,1317,-3975,3076,5595
당기순이익에 대한 조정 총계,-11,-8,-6,-6
특별손익항목 제외 보통주주 분배 가능 이익,1306,-3983,3112,5625
희석화에 따른 조정,-,-,4,-
희석 당기순이익,1306,-3983,3074,5589
희석된 가중 평균 주식,440.36,439.53,453.89,474.05
특별손익항목 제외 희석주당순이익,2.97,-9.06,6.87,11.87
주당배당금 - 발행 보통주,3.62,3.6,3.5,3.1
희석 정상주당순이익,6.52,0.37,8.92,11.85
