마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,127004,122485,137237,147049
매출,127004,122485,137237,147049
기타 매출 총계,-,-,-,-
총매출원가,105726,107313,123265,132954
총 이익,21278,15172,13972,14095
총 영업비용,117680,115851,131756,142604
판매/일반/관리 비용 총계,7354,5638,8491,9650
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),4600,2900,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,9324,6634,5481,4445
영업외이자수익(비용) 순계,1483,366,1158,4104
자산처분이익(손실),-,-,-,-
기타비용 순계,1909,1095,797,2261
세전당기순이익,12716,8095,7436,8549
소득세충당금,2771,1774,769,674
세후당기순이익,9945,6321,6667,7875
소액주주지분,74,106,65,9
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,10019,6427,6732,7884
특별손익항목 총계,-,-,-,130
순이익,10019,6427,6732,8014
당기순이익에 대한 조정 총계,-182,-180,-151,-98
특별손익항목 제외 보통주주 분배 가능 이익,9837,6247,6581,7786
희석화에 따른 조정,-,-,-,-
희석 당기순이익,9837,6247,6581,7916
희석된 가중 평균 주식,1468,1442,1439,1431
특별손익항목 제외 희석주당순이익,6.7,4.33,4.57,5.44
주당배당금 - 발행 보통주,-,0.38,1.52,1.52
희석 정상주당순이익,9.39,6.33,5.28,6.99
