마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,3215.36,2706.66,2406.91,2213.24
매출,3215.36,2706.66,2406.91,2213.24
기타 매출 총계,-,-,-,-
총매출원가,1325.93,1135.62,1041.36,971.7
총 이익,1889.43,1571.04,1365.55,1241.54
총 영업비용,2283.33,2012.13,1854.06,1721.91
판매/일반/관리 비용 총계,794.29,734.67,678.41,626.64
연구 및 개발,161.01,141.25,133.19,117.86
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,2.1,0.6,1.1,3.1
특별비용(수익),-,-,-,2.6
기타 영업비용 총계,-,-,-,-
영업 이익,932.03,694.52,552.85,491.33
영업외이자수익(비용) 순계,-29.37,-32.54,-30.63,-33.59
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,902.65,661.99,522.22,457.74
소득세충당금,157.81,79.85,94.43,78.59
세후당기순이익,744.84,582.13,427.79,379.15
소액주주지분,-,-0.35,-0.07,-0.02
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,744.85,581.78,427.72,379.13
특별손익항목 총계,-,-,-,-2.1
순이익,744.85,581.78,427.72,377.03
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,744.85,581.78,427.72,379.13
희석화에 따른 조정,-,-,-,-
희석 당기순이익,744.85,581.78,427.72,377.03
희석된 가중 평균 주식,86.57,86.72,87.54,88.47
특별손익항목 제외 희석주당순이익,8.6,6.71,4.89,4.29
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,8.65,6.73,4.89,4.31
