마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,1055.52,841.43,737.67,566.34
매출,1055.52,841.43,737.67,566.34
기타 매출 총계,-,-,-,-
총매출원가,161.89,123.55,109.75,90.76
총 이익,893.64,717.89,627.92,475.57
총 영업비용,801.96,655.31,511.45,392.62
판매/일반/관리 비용 총계,485.83,413.92,306.82,240.49
연구 및 개발,118.43,90.24,73.08,46.25
감가상각/무형자산상각,35.81,27.61,21.8,15.12
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,253.57,186.12,226.22,173.72
영업외이자수익(비용) 순계,1.4,1.38,0.46,0.03
자산처분이익(손실),-,-,-,-
기타비용 순계,0.99,-1.57,-0.6,0.96
세전당기순이익,255.96,185.94,226.09,174.71
소득세충당금,60,42.48,45.51,37.65
세후당기순이익,195.96,143.45,180.58,137.06
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,195.96,143.45,180.58,137.06
특별손익항목 총계,-,-,-,-
순이익,195.96,143.45,180.58,137.06
당기순이익에 대한 조정 총계,-,-,-0.08,-0.16
특별손익항목 제외 보통주주 분배 가능 이익,195.96,143.45,180.5,136.91
희석화에 따른 조정,-,-,-,-
희석 당기순이익,195.96,143.45,180.5,136.91
희석된 가중 평균 주식,58.19,58.28,58.4,58.58
특별손익항목 제외 희석주당순이익,3.37,2.46,3.09,2.34
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,3.37,2.46,3.09,2.34
