마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,7776,6675,6260,5825
매출,7776,6675,6260,5825
기타 매출 총계,-,-,-,-
총매출원가,2285,2045,1976,1883
총 이익,5491,4630,4284,3942
총 영업비용,5288,4679,4459,4135
판매/일반/관리 비용 총계,2001,1726,1638,1484
연구 및 개발,508,463,457,432
감가상각/무형자산상각,161,160,155,117
영업이자비용(수익) 순계,245,240,202,206
특별비용(수익),84,40,31,28
기타 영업비용 총계,4,5,-,-15
영업 이익,2488,1996,1801,1690
영업외이자수익(비용) 순계,-,-,-,-
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,2488,1996,1801,1690
소득세충당금,454,360,301,311
세후당기순이익,2034,1636,1500,1379
소액주주지분,3,2,-,4
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2037,1638,1500,1383
특별손익항목 총계,-,-,-,45
순이익,2037,1638,1500,1428
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2037,1638,1500,1383
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2037,1638,1500,1428
희석된 가중 평균 주식,476.72,478.57,481.79,486.9
특별손익항목 제외 희석주당순이익,4.27,3.42,3.11,2.84
주당배당금 - 발행 보통주,1,0.8,0.66,0.5
희석 정상주당순이익,4.41,3.52,3.17,2.89
