마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,698.95,689.12,511.35,435.56
매출,698.95,689.12,511.35,435.56
기타 매출 총계,-,-,-,-
총매출원가,42.47,34.09,26.79,23.87
총 이익,656.48,655.03,484.56,411.7
총 영업비용,361.72,314.4,260.47,222.98
판매/일반/관리 비용 총계,249.72,223.25,195.51,168.28
연구 및 개발,-,-,-,-
감가상각/무형자산상각,53.45,36,26.86,23.08
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,-,-
기타 영업비용 총계,16.07,21.06,11.31,7.75
영업 이익,337.24,374.73,250.88,212.58
영업외이자수익(비용) 순계,-0.44,1.3,8.06,6.11
자산처분이익(손실),-,-,-,-
기타비용 순계,-2.87,-1.67,-1.52,-0.61
세전당기순이익,333.92,374.36,257.42,218.09
소득세충당금,76.03,74.98,52.52,45.63
세후당기순이익,257.89,299.38,204.9,172.45
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,257.89,299.38,204.9,172.45
특별손익항목 총계,-,-,-,0.4
순이익,257.89,299.38,204.9,172.85
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,257.89,299.38,204.9,172.45
희석화에 따른 조정,-,-,-,-
희석 당기순이익,257.89,299.38,204.9,172.85
희석된 가중 평균 주식,38.1,38.14,37.96,37.85
특별손익항목 제외 희석주당순이익,6.77,7.85,5.4,4.56
주당배당금 - 발행 보통주,-,2.4,2.04,1.68
희석 정상주당순이익,6.77,7.85,5.4,4.56
