마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,1592.29,1116.66,1086.43,935.28
매출,1592.29,1116.66,1086.43,935.28
기타 매출 총계,-,-,-,-
총매출원가,882.64,574.15,569.53,495.7
총 이익,709.64,542.51,516.9,439.58
총 영업비용,1411.55,943.74,930.06,782.79
판매/일반/관리 비용 총계,362.28,259.56,256.65,207.6
연구 및 개발,93.48,88.36,81.34,63.26
감가상각/무형자산상각,44.85,21.66,21.45,16.22
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),28.3,-,1.1,-
기타 영업비용 총계,-,-,-,-
영업 이익,180.74,172.93,156.37,152.49
영업외이자수익(비용) 순계,-23.3,-,-,-
자산처분이익(손실),-,-,-,-
기타비용 순계,1.54,2.12,3.47,3.38
세전당기순이익,158.98,175.04,159.84,155.87
소득세충당금,-2.48,-19.78,13.31,10.21
세후당기순이익,161.46,194.82,146.53,145.66
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,161.46,194.82,146.53,145.66
특별손익항목 총계,-,-,-,1.8
순이익,161.46,194.82,146.53,147.46
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,161.46,194.82,146.53,145.66
희석화에 따른 조정,-,-,-,-
희석 당기순이익,161.46,194.82,146.53,147.46
희석된 가중 평균 주식,42.24,41.53,40.1,40.12
특별손익항목 제외 희석주당순이익,3.82,4.69,3.65,3.63
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,4.26,4.69,3.68,3.63
