마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,17108,14351,14884,13601
매출,17108,14351,14884,13601
기타 매출 총계,-,-,-,-
총매출원가,6439,5193,5083,4620
총 이익,10669,9158,9801,8981
총 영업비용,14520,12128,12171,11064
판매/일반/관리 비용 총계,5752,4755,4984,4614
연구 및 개발,1133,984,971,862
감가상각/무형자산상각,619,472,464,417
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),577,724,669,551
기타 영업비용 총계,-,-,-,-
영업 이익,2588,2223,2713,2537
영업외이자수익(비용) 순계,-269,-213,-125,-139
자산처분이익(손실),-,-,-,-
기타비용 순계,-38,-56,-26,-42
세전당기순이익,2281,1954,2562,2356
소득세충당금,287,355,479,362
세후당기순이익,1994,1599,2083,1994
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1994,1599,2083,1994
특별손익항목 총계,-,-,-,1559
순이익,1994,1599,2083,3553
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1994,1599,2083,1994
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1994,1599,2083,3553
희석된 가중 평균 주식,382.3,380.3,379.9,380.3
특별손익항목 제외 희석주당순이익,5.22,4.2,5.48,5.24
주당배당금 - 발행 보통주,2.58,2.3,2.08,1.88
희석 정상주당순이익,7.06,6.17,6.93,10.79
