마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,2294.85,2301.26,2324.63,2284.53
매출,2294.85,2301.26,2324.63,2284.53
기타 매출 총계,-,-,-,-
총매출원가,853.94,823.1,768.11,770.56
총 이익,1440.91,1478.16,1556.52,1513.97
총 영업비용,1926.7,1826.66,1696.9,1701.11
판매/일반/관리 비용 총계,69.61,60.34,58.04,56.37
연구 및 개발,-,-,-,-
감가상각/무형자산상각,758.6,707.33,661.58,631.2
영업이자비용(수익) 순계,220.41,214.15,203.59,220.97
특별비용(수익),24.14,21.73,5.59,22.02
기타 영업비용 총계,-,-,-,-
영업 이익,368.15,474.6,627.72,583.42
영업외이자수익(비용) 순계,38.59,6.42,8.65,15.27
자산처분이익(손실),603.36,343.44,162.73,375.32
기타비용 순계,-,-,-,-
세전당기순이익,1010.09,824.46,799.11,974.01
소득세충당금,5.73,-3.25,13,-0.16
세후당기순이익,1004.36,827.71,786.1,974.17
소액주주지분,-0.06,-0.08,-0.13,0.35
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1004.3,827.63,785.97,974.52
특별손익항목 총계,-,-,-,-
순이익,1004.3,827.63,785.97,974.52
당기순이익에 대한 조정 총계,-2.1,-1.96,-2.06,-2.84
특별손익항목 제외 보통주주 분배 가능 이익,1002.2,825.67,783.91,971.69
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1002.2,825.67,783.91,971.69
희석된 가중 평균 주식,139.72,140.44,139.57,138.29
특별손익항목 제외 희석주당순이익,7.17,5.88,5.62,7.03
주당배당금 - 발행 보통주,6.36,6.29,6.03,5.83
희석 정상주당순이익,3.09,4.44,4.48,5.4
