마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,10279.7,9654,10579.4,10769.6
매출,10279.7,9654,10579.4,10769.6
기타 매출 총계,-,-,-,-
총매출원가,6226.3,5885.7,6378.2,6584.8
총 이익,4053.4,3768.3,4201.2,4184.8
총 영업비용,8825.3,10062.9,9815,9137.8
판매/일반/관리 비용 총계,2336.5,2217,2728,2802.7
연구 및 개발,-,-,-,-
감가상각/무형자산상각,218,220,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),44.5,1740.2,708.8,-249.7
기타 영업비용 총계,-,-,-,-
영업 이익,1454.4,-408.9,764.4,1631.8
영업외이자수익(비용) 순계,-265.7,-268.5,-293.1,-330.1
자산처분이익(손실),-,-,-,11.7
기타비용 순계,50.3,33.5,8.6,46.4
세전당기순이익,1239,-643.9,479.9,1359.8
소득세충당금,230.5,301.8,233.7,225.2
세후당기순이익,1008.5,-945.7,246.2,1134.6
소액주주지분,-2.8,-3.3,-4.5,-18.1
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1005.7,-949,241.7,1116.5
특별손익항목 총계,-,-,-,-
순이익,1005.7,-949,241.7,1116.5
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1005.7,-949,241.7,1116.5
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1005.7,-949,241.7,1116.5
희석된 가중 평균 주식,217.6,216.8,216.9,216.6
특별손익항목 제외 희석주당순이익,4.62,-4.38,1.11,5.15
주당배당금 - 발행 보통주,0.68,0.57,1.96,1.64
희석 정상주당순이익,4.79,0.97,2.79,4.15
